	rxn10125	rxn00083	rxn05312	rxn05318	rxn00615	rxn00148	rxn05229	rxn00250	rxn00134	rxn05581	rxn00251	rxn10165	rxn10053	rxn05319	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	EX_cpd00067_e	EX_cpd00001_e	EX_cpd00009_e	ATPM	DM_cpd00002_c
13	-328.6950003996005	-328.6950003996005	649.000000799201	216.33333359973366	-441.0566671994673	216.33333359973366	-216.33333359973366	216.33333359973366	216.33333359973366	441.0566671994673	216.33333359973366	441.0566671994673	216.33333359973366	-207.94333359973365	-216.33333359973366	441.0566671994673	-441.0566671994673	-207.9433335997337	207.94333359973365	-207.9433335997337	8.39	216.33333359973363
14	-128.99559920040008	-128.99559920040008	249.60119840080017	83.20039946693339	-174.79079893386677	83.20039946693339	-83.20039946693339	83.20039946693339	83.20039946693339	174.79079893386677	83.20039946693339	174.79079893386677	83.20039946693339	-74.81039946693339	-83.20039946693339	174.79079893386677	-174.79079893386677	-74.8103994669334	74.81039946693339	-74.8103994669334	8.39	83.20039946693338
15	-491.5694989989994	-491.5694989989994	974.7489979979989	324.9163326659996	-658.2226653319992	324.9163326659996	-324.9163326659996	324.9163326659996	324.9163326659996	658.2226653319992	324.9163326659996	658.2226653319992	324.9163326659996	-316.52633266599963	-324.9163326659996	658.2226653319992	-658.2226653319992	-316.52633266599963	316.52633266599963	-316.5263326659997	8.39	324.9163326659996
16	-291.2199002006009	-291.2199002006009	574.0498004012018	191.34993346706725	-391.08986693413453	191.34993346706725	-191.34993346706725	191.34993346706725	191.34993346706725	391.08986693413453	191.34993346706725	391.08986693413453	191.34993346706725	-182.95993346706723	-191.34993346706725	391.08986693413453	-391.08986693413453	-182.95993346706726	182.95993346706723	-182.95993346706723	8.39	191.34993346706727
17	-466.41929940020054	-466.41929940020054	924.448598800401	308.149532933467	-624.689065866934	308.149532933467	-308.149532933467	308.149532933467	308.149532933467	624.689065866934	308.149532933467	624.689065866934	308.149532933467	-299.759532933467	-308.149532933467	624.689065866934	-624.689065866934	-299.75953293346697	299.759532933467	-299.759532933467	8.39	308.149532933467
18	-391.2195002006009	-391.2195002006009	774.0490004012019	258.0163334670673	-524.4226669341346	258.0163334670673	-258.0163334670673	258.0163334670673	258.0163334670673	524.4226669341346	258.0163334670673	524.4226669341346	258.0163334670673	-249.6263334670673	-258.0163334670673	524.4226669341346	-524.4226669341346	-249.62633346706727	249.6263334670673	-249.6263334670673	8.39	258.0163334670673
19	-441.3192998006006	-441.3192998006006	874.2485996012012	291.41619986706706	-591.2223997341341	291.41619986706706	-291.41619986706706	291.41619986706706	291.41619986706706	591.2223997341341	291.41619986706706	591.2223997341341	291.41619986706706	-283.0261998670671	-291.41619986706706	591.2223997341341	-591.2223997341341	-283.0261998670671	283.0261998670671	-283.02619986706713	8.39	291.41619986706706
20	-266.1701006002002	-266.1701006002002	523.9502012004004	174.65006706680015	-357.6901341336003	174.65006706680015	-174.65006706680015	174.65006706680015	174.65006706680015	357.6901341336003	174.65006706680015	357.6901341336003	174.65006706680015	-166.26006706680016	-174.65006706680015	357.6901341336003	-357.6901341336003	-166.26006706680016	166.26006706680016	-166.26006706680016	8.39	174.65006706680015
21	-191.27050019979978	-191.27050019979978	374.1510003995996	124.71700013319986	-257.8240002663997	124.71700013319986	-124.71700013319986	124.71700013319986	124.71700013319986	257.8240002663997	124.71700013319986	257.8240002663997	124.71700013319986	-116.32700013319986	-124.71700013319986	257.8240002663997	-257.8240002663997	-116.32700013319986	116.32700013319986	-116.32700013319987	8.39	124.71700013319986
22	-241.1703005998	-241.1703005998	473.9506011996	157.9835337332	-324.3570674664	157.9835337332	-157.9835337332	157.9835337332	157.9835337332	324.3570674664	157.9835337332	324.3570674664	157.9835337332	-149.5935337332	-157.9835337332	324.3570674664	-324.3570674664	-149.59353373320005	149.5935337332	-149.5935337332	8.39	157.98353373319995
