"","log2FC","p","condition","metab"
"3-methylglutaconate1",-1.30304851287574,2.11e-09,"24_10-0","3-methylglutaconate"
"3-methylhistidine1",2.21192795405238,7.44e-05,"24_10-0","3-methylhistidine"
"3-phosphoglycerate1",-1.79653561824172,3.8e-06,"24_10-0","3-phosphoglycerate"
"3-phosphoserine1",-2.68486272899934,0.065,"24_10-0","3-phosphoserine"
"3-sulfo-L-alanine1",1.37797565605065,0.44,"24_10-0","3-sulfo-L-alanine"
"3-ureidopropionate1",-0.74953201124514,0.000151,"24_10-0","3-ureidopropionate"
"3,4-dihydroxy-1,5-cyclohexadiene-1-carboxylic acid1",-1.39314522661538,0.047,"24_10-0","3,4-dihydroxy-1,5-cyclohexadiene-1-carboxylic acid"
"4-acetamidobutanoate1",-2.0314039280563,9.73e-06,"24_10-0","4-acetamidobutanoate"
"4-guanidinobutanoate1",4.09059924904478,0.052,"24_10-0","4-guanidinobutanoate"
"4-hydroxybenzoate1",-6.8259268895827,0.001,"24_10-0","4-hydroxybenzoate"
"4-hydroxycinnamate1",3.91772847139034,0.027,"24_10-0","4-hydroxycinnamate"
"4-hydroxyphenylacetate1",-1.59116309538829,2.75e-05,"24_10-0","4-hydroxyphenylacetate"
"4-hydroxyphenylpyruvate1",0.214010939228909,0.000935,"24_10-0","4-hydroxyphenylpyruvate"
"4-imidazoleacetate1",0.164277545633201,3.74e-10,"24_10-0","4-imidazoleacetate"
"4-methyl-2-oxopentanoate1",-1.94223775512409,2.38e-08,"24_10-0","4-methyl-2-oxopentanoate"
"5-(2-Hydroxyethyl)-4-methylthiazole1",9.36298085769478,0.000104,"24_10-0","5-(2-Hydroxyethyl)-4-methylthiazole"
"5-methylthioadenosine (MTA)1",0.774038660925642,0.606,"24_10-0","5-methylthioadenosine (MTA)"
"5-oxoproline1",-3.22891056420168,0.046,"24_10-0","5-oxoproline"
"5,6-dihydrouridine1",-3.80905090629831,1.67e-08,"24_10-0","5,6-dihydrouridine"
"6-hydroxynicotinate1",0.401409805585713,0.026,"24_10-0","6-hydroxynicotinate"
"6-oxopiperidine-2-carboxylate1",0.3852785760604,0.909,"24_10-0","6-oxopiperidine-2-carboxylate"
"7-methylguanine1",1.47749199235781,5.08e-05,"24_10-0","7-methylguanine"
"8-hydroxyguanine1",-5.16658683497685,0.000233,"24_10-0","8-hydroxyguanine"
"aconitate [cis or trans]1",-0.288692206783055,0.12,"24_10-0","aconitate [cis or trans]"
"adenosine 3'-monophosphate (3'-AMP)1",-4.03647733328997,0.309,"24_10-0","adenosine 3'-monophosphate (3'-AMP)"
"adenosine 5'-monophosphate (AMP)1",3.27363150428797,0.16,"24_10-0","adenosine 5'-monophosphate (AMP)"
"alanine1",-1.09740219332743,2.71e-07,"24_10-0","alanine"
"alanyl-glutamyl-meso-diaminopimelate1",0.363958557748785,0.284,"24_10-0","alanyl-glutamyl-meso-diaminopimelate"
"alanylleucine1",-0.409712148613445,8.42e-07,"24_10-0","alanylleucine"
"alpha-hydroxyisocaproate1",-0.0603702283162737,0.053,"24_10-0","alpha-hydroxyisocaproate"
"alpha-hydroxyisovalerate1",0.631539665553835,0.049,"24_10-0","alpha-hydroxyisovalerate"
"alpha-ketoglutaramate*1",-0.367913954848505,0.927,"24_10-0","alpha-ketoglutaramate*"
"alpha-ketoglutarate1",-1.17774421886355,8.1e-08,"24_10-0","alpha-ketoglutarate"
"anthranilate1",-2.90917519151431,0.071,"24_10-0","anthranilate"
"arabonate/xylonate1",-2.23901423088349,0.000414,"24_10-0","arabonate/xylonate"
"arginine1",-0.46546821618413,1.27e-09,"24_10-0","arginine"
"asparagine1",0.396711197231905,6.77e-10,"24_10-0","asparagine"
"aspartate1",-1.76399218628876,0.000131,"24_10-0","aspartate"
"azelate (C9-DC)1",0.765331777665373,0.007,"24_10-0","azelate (C9-DC)"
"benzoate1",1.94588862741363,8.62e-07,"24_10-0","benzoate"
"beta-guanidinopropanoate1",1.20512306792712,0.016,"24_10-0","beta-guanidinopropanoate"
"cadaverine1",-1.6989323060658,0.002,"24_10-0","cadaverine"
"carnitine1",2.80185894464568,0.001,"24_10-0","carnitine"
"catechol sulfate1",2.39848119637726,0.032,"24_10-0","catechol sulfate"
"cholate1",-0.83641861977068,0.12,"24_10-0","cholate"
"choline1",-3.05636426886583,0.007,"24_10-0","choline"
"choline phosphate1",4.62896948067957,0.02,"24_10-0","choline phosphate"
"cis-urocanate1",-1.02711278499112,0.052,"24_10-0","cis-urocanate"
"cyano-alanine1",-1.47154119862021,1.36e-08,"24_10-0","cyano-alanine"
"cysteine-glutathione disulfide1",-2.07879749567871,1.82e-05,"24_10-0","cysteine-glutathione disulfide"
"cysteine s-sulfate1",-2.3076193042759,0.036,"24_10-0","cysteine s-sulfate"
"cysteinylglycine disulfide*1",-3.67324281230236,1.75e-12,"24_10-0","cysteinylglycine disulfide*"
"cytidine 2' or 3'-monophosphate (2' or 3'-CMP)1",1.47335951269965,5.85e-06,"24_10-0","cytidine 2' or 3'-monophosphate (2' or 3'-CMP)"
"cytidine 2',3'-cyclic monophosphate1",0.862928071299732,0.578,"24_10-0","cytidine 2',3'-cyclic monophosphate"
"cytidine 5'-monophosphate (5'-CMP)1",1.56234059866754,0.24,"24_10-0","cytidine 5'-monophosphate (5'-CMP)"
"dihydroorotate1",-0.889719691502308,0.003,"24_10-0","dihydroorotate"
"dimethylarginine (SDMA + ADMA)1",-3.53162657615292,0.039,"24_10-0","dimethylarginine (SDMA + ADMA)"
"dimethylglycine1",-1.59240027167065,0.012,"24_10-0","dimethylglycine"
"ectoine1",1.80797097762466,0.000178,"24_10-0","ectoine"
"erucate (22:1n9)1",2.13092703208558,0.025,"24_10-0","erucate (22:1n9)"
"erythritol1",-2.27901638420205,2.13e-08,"24_10-0","erythritol"
"erythronate*1",4.92235468468286,0.000521,"24_10-0","erythronate*"
"flavin adenine dinucleotide (FAD)1",-6.96069159101904,0.002,"24_10-0","flavin adenine dinucleotide (FAD)"
"fructose1",3.176359878893,0.192,"24_10-0","fructose"
"fumarate1",-0.0824817719305202,0.042,"24_10-0","fumarate"
"gamma-glutamylglutamate1",1.41684647141494,0.015,"24_10-0","gamma-glutamylglutamate"
"gamma-glutamylglutamine1",-1.85338343363561,1.02e-09,"24_10-0","gamma-glutamylglutamine"
"gamma-glutamylglycine1",-3.36480021978699,1.36e-09,"24_10-0","gamma-glutamylglycine"
"gamma-glutamylisoleucine*1",-2.87972908202276,1.21e-05,"24_10-0","gamma-glutamylisoleucine*"
"gamma-glutamylleucine1",-3.0253042947727,6.22e-07,"24_10-0","gamma-glutamylleucine"
"gamma-glutamylmethionine1",1.34411528747677,0.063,"24_10-0","gamma-glutamylmethionine"
"gamma-glutamylphenylalanine1",-2.07882227646531,0.000115,"24_10-0","gamma-glutamylphenylalanine"
"gamma-glutamyltryptophan1",-4.29173058245651,0.108,"24_10-0","gamma-glutamyltryptophan"
"gamma-glutamyltyrosine1",-2.08519650566691,3.78e-06,"24_10-0","gamma-glutamyltyrosine"
"gluconate1",-1.66887388294668,0.207,"24_10-0","gluconate"
"glucose1",-5.12672279968593,0.009,"24_10-0","glucose"
"glutamate1",-1.72277597074173,0.000366,"24_10-0","glutamate"
"glutamine1",-0.0281915635449671,1.07e-06,"24_10-0","glutamine"
"glutaminylleucine1",-2.10325140642866,0.095,"24_10-0","glutaminylleucine"
"glutarate (C5-DC)1",-2.28743974731207,0.157,"24_10-0","glutarate (C5-DC)"
"glycerate1",2.16250540807212,3.52e-07,"24_10-0","glycerate"
"glycerol 3-phosphate1",1.10529800852157,0.018,"24_10-0","glycerol 3-phosphate"
"glycerophosphoethanolamine1",0.412571105286426,0.001,"24_10-0","glycerophosphoethanolamine"
"glycerophosphoglycerol1",0.96510779079153,0.002,"24_10-0","glycerophosphoglycerol"
"glycerophosphorylcholine (GPC)1",1.17226251194634,0.00049,"24_10-0","glycerophosphorylcholine (GPC)"
"glycine1",-2.74179917803248,1.61e-06,"24_10-0","glycine"
"glycylisoleucine1",-1.83982655080302,4.47e-06,"24_10-0","glycylisoleucine"
"glycylleucine1",-0.995304477136748,1.94e-06,"24_10-0","glycylleucine"
"glycylvaline1",-0.486144526525741,1.06e-08,"24_10-0","glycylvaline"
"guanosine 2'-monophosphate (2'-GMP)*1",-0.0419295860107824,1.34e-05,"24_10-0","guanosine 2'-monophosphate (2'-GMP)*"
"guanosine 3'-monophosphate (3'-GMP)1",0.977037697514942,1.56e-09,"24_10-0","guanosine 3'-monophosphate (3'-GMP)"
"gulonate*1",0.0243716397984185,7.47e-09,"24_10-0","gulonate*"
"harmane1",-0.0650074635252058,0.000381,"24_10-0","harmane"
"hippurate1",-2.69446026682219,7.62e-05,"24_10-0","hippurate"
"histamine1",1.65849777134445,0.057,"24_10-0","histamine"
"histidine1",-4.06446369496229,0.045,"24_10-0","histidine"
"histidylalanine1",-1.0595648727601,9.51e-06,"24_10-0","histidylalanine"
"homoserine1",-4.77411792141524,0.000193,"24_10-0","homoserine"
"indole-3-carboxylate1",-2.18712620013395,0.022,"24_10-0","indole-3-carboxylate"
"indoleacetate1",-1.74503910571711,0.001,"24_10-0","indoleacetate"
"isocitric lactone1",5.50624121011073,0.072,"24_10-0","isocitric lactone"
"isoleucine1",-4.21788516707051,0.000167,"24_10-0","isoleucine"
"isoleucylglycine1",-0.93420576796004,3.69e-07,"24_10-0","isoleucylglycine"
"isovalerate (i5:0)1",-1.91930229591752,3.12e-06,"24_10-0","isovalerate (i5:0)"
"isovalerylglycine1",-0.199712020619362,0.01,"24_10-0","isovalerylglycine"
"kynurenate1",-1.59833701461649,0.004,"24_10-0","kynurenate"
"lactate1",1.58592754788169,4.09e-05,"24_10-0","lactate"
"leucine1",-3.67311581735711,8.97e-06,"24_10-0","leucine"
"leucylglutamine*1",0.373608316202041,0.965,"24_10-0","leucylglutamine*"
"leucylglycine1",-0.402375970867969,7.12e-05,"24_10-0","leucylglycine"
"lysine1",-3.01428496895381,0.002,"24_10-0","lysine"
"lysylleucine1",-1.40712242134922,4.04e-10,"24_10-0","lysylleucine"
"malate1",-2.23320083123974,0.027,"24_10-0","malate"
"maleate1",5.67592091407886,0.195,"24_10-0","maleate"
"malonate1",1.08824177149831,0.39,"24_10-0","malonate"
"mannose1",3.0152136424017,6.18e-07,"24_10-0","mannose"
"methionine1",-0.0230846588926852,1,"24_10-0","methionine"
"methionine sulfoxide1",3.04729806177317,0.073,"24_10-0","methionine sulfoxide"
"methylmalonate (MMA)1",-1.06239648340627,2.78e-06,"24_10-0","methylmalonate (MMA)"
"mevalonolactone1",0.579754670413819,0.000287,"24_10-0","mevalonolactone"
"N-acetyl-cadaverine1",-3.06291953422135,0.025,"24_10-0","N-acetyl-cadaverine"
"N-acetyl-glucosamine 1-phosphate1",0.454827831308884,7.58e-05,"24_10-0","N-acetyl-glucosamine 1-phosphate"
"N-acetylarginine1",-1.85254432724505,0.235,"24_10-0","N-acetylarginine"
"N-acetylaspartate (NAA)1",-3.62397199764571,0.002,"24_10-0","N-acetylaspartate (NAA)"
"N-acetylcitrulline1",-0.901996526294951,0.001,"24_10-0","N-acetylcitrulline"
"N-acetylcysteine1",0.598450290076774,8.08e-07,"24_10-0","N-acetylcysteine"
"N-acetylglutamine1",-2.32143194127651,3.64e-05,"24_10-0","N-acetylglutamine"
"N-acetylglycine1",-1.01001915841073,0.012,"24_10-0","N-acetylglycine"
"N-acetylhistidine1",0.799608241885641,3.22e-07,"24_10-0","N-acetylhistidine"
"N-acetylisoleucine1",-2.13928167729072,1.95e-07,"24_10-0","N-acetylisoleucine"
"N-acetylleucine1",-2.62836397646238,2.19e-08,"24_10-0","N-acetylleucine"
"N-acetylmethionine1",-2.76516044730654,3.6e-10,"24_10-0","N-acetylmethionine"
"N-acetylmethionine sulfoxide1",0.254618142237958,1.73e-09,"24_10-0","N-acetylmethionine sulfoxide"
"N-acetylneuraminate1",4.07067390778507,0.003,"24_10-0","N-acetylneuraminate"
"N-acetylphenylalanine1",-2.50961535282485,5.77e-09,"24_10-0","N-acetylphenylalanine"
"N-acetylproline1",2.31126932420829,0.00096,"24_10-0","N-acetylproline"
"N-acetylputrescine1",-6.61264214613502,0.03,"24_10-0","N-acetylputrescine"
"N-acetylserine1",-2.10000831737546,0.000387,"24_10-0","N-acetylserine"
"N-acetylthreonine1",-1.99523998690171,1.52e-10,"24_10-0","N-acetylthreonine"
"N-acetyltryptophan1",-2.95614086693911,1.86e-06,"24_10-0","N-acetyltryptophan"
"N-acetyltyrosine1",-2.54184710975802,5.45e-05,"24_10-0","N-acetyltyrosine"
"N-acetylvaline1",-2.55111754716181,1.87e-10,"24_10-0","N-acetylvaline"
"N-alpha-acetylornithine1",1.60303951876609,3.2e-11,"24_10-0","N-alpha-acetylornithine"
"N-carbamoylalanine1",2.10371187699805,0.000146,"24_10-0","N-carbamoylalanine"
"N-carbamoylaspartate1",-4.24312134670819,0.000337,"24_10-0","N-carbamoylaspartate"
"N-carbamoylserine1",-1.1276947043501,2.94e-07,"24_10-0","N-carbamoylserine"
"N-delta-acetylornithine1",-3.1888765779463,0.017,"24_10-0","N-delta-acetylornithine"
"N-formylanthranilic acid1",-0.739003781961004,0.013,"24_10-0","N-formylanthranilic acid"
"N-formylmethionine1",5.55567982141038,0.21,"24_10-0","N-formylmethionine"
"N-formylphenylalanine1",0.139737593135585,2.01e-05,"24_10-0","N-formylphenylalanine"
"N-methylalanine1",-0.0315868387693114,1,"24_10-0","N-methylalanine"
"N-monomethylarginine1",-2.74541491160304,0.002,"24_10-0","N-monomethylarginine"
"N,N,N-trimethyl-5-aminovalerate1",-1.91640518654372,0.00016,"24_10-0","N,N,N-trimethyl-5-aminovalerate"
"N2-acetyllysine1",-3.83397999152894,9.13e-05,"24_10-0","N2-acetyllysine"
"N6-acetyllysine1",-0.0556238952057042,0.994,"24_10-0","N6-acetyllysine"
"N6-carboxymethyllysine1",2.71980865597887,0.217,"24_10-0","N6-carboxymethyllysine"
"N6-succinyladenosine1",3.14934115056073,0.014,"24_10-0","N6-succinyladenosine"
"N6,N6,N6-trimethyllysine1",-3.04335504458698,0.033,"24_10-0","N6,N6,N6-trimethyllysine"
"nicotinamide adenine dinucleotide (NAD+)1",0.285792317560542,6.04e-05,"24_10-0","nicotinamide adenine dinucleotide (NAD+)"
"nicotinamide ribonucleotide (NMN)1",-3.42239834338492,0.407,"24_10-0","nicotinamide ribonucleotide (NMN)"
"nicotinate ribonucleoside1",-2.0092670978306,0.000369,"24_10-0","nicotinate ribonucleoside"
"O-acetylhomoserine1",-2.92372482731247,0.000771,"24_10-0","O-acetylhomoserine"
"o-Tyrosine1",-0.118640819626821,1.04e-07,"24_10-0","o-Tyrosine"
"ophthalmate1",-0.667679359303617,1.2e-05,"24_10-0","ophthalmate"
"ornithine1",-4.1010628953499,0.003,"24_10-0","ornithine"
"orotate1",-6.33982395759684,0.000353,"24_10-0","orotate"
"pantothenate1",-2.47426266557361,0.093,"24_10-0","pantothenate"
"phenethylamine1",6.9016623683717,0.001,"24_10-0","phenethylamine"
"phenol sulfate1",1.1056884996988,0.007,"24_10-0","phenol sulfate"
"phenylacetate1",-1.69245235908973,2.01e-07,"24_10-0","phenylacetate"
"phenylalanylalanine1",1.35421799534999,2.78e-05,"24_10-0","phenylalanylalanine"
"phenylalanylglycine1",-0.724552718322128,0.000308,"24_10-0","phenylalanylglycine"
"phenyllactate (PLA)1",-2.38394496520967,1.05e-05,"24_10-0","phenyllactate (PLA)"
"phenylpyruvate1",-0.516940098029138,1.57e-06,"24_10-0","phenylpyruvate"
"phosphate1",0.22577317977933,2.29e-06,"24_10-0","phosphate"
"phosphoenolpyruvate (PEP)1",-2.00670909655047,0.000188,"24_10-0","phosphoenolpyruvate (PEP)"
"phosphoethanolamine1",-1.26412782920734,0.022,"24_10-0","phosphoethanolamine"
"pimelate (C7-DC)1",-1.89077102372301,0.117,"24_10-0","pimelate (C7-DC)"
"pipecolate1",-0.245116467825115,5.23e-07,"24_10-0","pipecolate"
"proline1",-0.506777266863546,1.14e-12,"24_10-0","proline"
"putrescine1",-0.42543121770846,0.007,"24_10-0","putrescine"
"pyridoxate1",-1.79192656127493,0.001,"24_10-0","pyridoxate"
"pyroglutamine*1",1.67123482112667,4.19e-08,"24_10-0","pyroglutamine*"
"pyrraline1",0.831788283872849,0.007,"24_10-0","pyrraline"
"pyruvate1",-0.321240254395255,2.93e-05,"24_10-0","pyruvate"
"quinolinate1",-3.25219744174246,3.11e-05,"24_10-0","quinolinate"
"ribitol1",-1.51308030634009,0.21,"24_10-0","ribitol"
"riboflavin (Vitamin B2)1",-0.0550902114678819,0.065,"24_10-0","riboflavin (Vitamin B2)"
"ribonate1",-1.09985577928414,4.24e-05,"24_10-0","ribonate"
"ribose1",-4.28578928129821,0.000144,"24_10-0","ribose"
"ribulose/xylulose1",1.28592352434213,0.000218,"24_10-0","ribulose/xylulose"
"S-adenosylhomocysteine (SAH)1",-2.45581650491139,0.068,"24_10-0","S-adenosylhomocysteine (SAH)"
"S-methylcysteine1",-1.96496230217291,1.05e-09,"24_10-0","S-methylcysteine"
"saccharopine1",1.45932065039587,5.92e-05,"24_10-0","saccharopine"
"salicylate1",-2.35613627653542,0.03,"24_10-0","salicylate"
"sebacate (C10-DC)1",-0.399294630812179,0.866,"24_10-0","sebacate (C10-DC)"
"sedoheptulose1",-0.0622803309594551,0.000683,"24_10-0","sedoheptulose"
"serine1",-2.6182780473339,4.07e-12,"24_10-0","serine"
"succinate1",-3.95362589664808,0.043,"24_10-0","succinate"
"sulfate*1",-4.74293219705207,7.33e-05,"24_10-0","sulfate*"
"thioproline1",2.8644104209021,6.5e-08,"24_10-0","thioproline"
"threonine1",-2.88294433695004,2.93e-07,"24_10-0","threonine"
"threonylphenylalanine1",-1.24124292564515,2.1e-05,"24_10-0","threonylphenylalanine"
"thymidine1",-1.07704050906585,0.000409,"24_10-0","thymidine"
"thymine1",-1.16685875284713,2.66e-06,"24_10-0","thymine"
"trans-nonadecenoate (tr 19:1)*1",1.97047247046766,7.04e-09,"24_10-0","trans-nonadecenoate (tr 19:1)*"
"trans-urocanate1",-1.03278598099944,0.048,"24_10-0","trans-urocanate"
"trehalose1",0.515829446275787,2.07e-05,"24_10-0","trehalose"
"trehalose 6-phosphate1",0.523845532081722,0.003,"24_10-0","trehalose 6-phosphate"
"tryptamine1",0.573465363629476,0.816,"24_10-0","tryptamine"
"tryptophylglycine1",-3.06160909438439,1.13e-06,"24_10-0","tryptophylglycine"
"tyramine1",-2.43626000648819,0.02,"24_10-0","tyramine"
"tyrosine1",-0.408280771302928,0.418,"24_10-0","tyrosine"
"tyrosol1",2.27665190099542,0.103,"24_10-0","tyrosol"
"tyrosylglycine1",-1.96737856803767,0.000191,"24_10-0","tyrosylglycine"
"uracil1",2.96907878602394,0.547,"24_10-0","uracil"
"urea1",-2.1711068387563,8.26e-06,"24_10-0","urea"
"uridine-2',3'-cyclic monophosphate1",0.770682292893173,0.388,"24_10-0","uridine-2',3'-cyclic monophosphate"
"uridine 2'-monophosphate (2'-UMP)*1",1.62313063587857,0.000441,"24_10-0","uridine 2'-monophosphate (2'-UMP)*"
"uridine 3'-monophosphate (3'-UMP)1",0.360576839855249,0.048,"24_10-0","uridine 3'-monophosphate (3'-UMP)"
"valine1",1.3874755189221,0.000108,"24_10-0","valine"
"valylglutamine1",-2.01462343523454,0.055,"24_10-0","valylglutamine"
"valylleucine1",0.178981390470755,0.000428,"24_10-0","valylleucine"
"xanthine1",-2.68977672723565,0.053,"24_10-0","xanthine"
"(3'-5')-cytidylyladenosine2",-1.89148110244775,0.025,"24_10-0.1","(3'-5')-cytidylyladenosine"
"(3'-5')-cytidylyluridine*2",-3.07761841506846,0.03,"24_10-0.1","(3'-5')-cytidylyluridine*"
"1-carboxyethylisoleucine2",1.18835938303622,0.121,"24_10-0.1","1-carboxyethylisoleucine"
"1-carboxyethylleucine2",-2.15764692748364,0.009,"24_10-0.1","1-carboxyethylleucine"
"1-carboxyethylphenylalanine2",3.14066146016225,3.57e-05,"24_10-0.1","1-carboxyethylphenylalanine"
"1-carboxyethyltyrosine2",1.25032840359325,0.39,"24_10-0.1","1-carboxyethyltyrosine"
"1-carboxyethylvaline2",-0.0947569231808696,0.951,"24_10-0.1","1-carboxyethylvaline"
"1-methyl-beta-carboline-3-carboxylic acid2",1.62075343440661,0.016,"24_10-0.1","1-methyl-beta-carboline-3-carboxylic acid"
"1-palmitoyl-2-oleoyl-GPE (16:0/18:1)2",3.01751304975475,0.000149,"24_10-0.1","1-palmitoyl-2-oleoyl-GPE (16:0/18:1)"
"1,5-anhydroglucitol (1,5-AG)2",0.107288411259156,0.993,"24_10-0.1","1,5-anhydroglucitol (1,5-AG)"
"10-undecenoate (11:1n1)2",-0.76407496843624,0.102,"24_10-0.1","10-undecenoate (11:1n1)"
"2'-deoxycytidine2",3.0839408861337,0.001,"24_10-0.1","2'-deoxycytidine"
"2'-deoxycytidine 5'-monophosphate2",1.03997478916353,0.094,"24_10-0.1","2'-deoxycytidine 5'-monophosphate"
"2'-deoxyuridine2",0.0762463961912096,6.06e-05,"24_10-0.1","2'-deoxyuridine"
"2'-O-methyluridine2",3.85495139105709,0.007,"24_10-0.1","2'-O-methyluridine"
"2-aminoadipate2",-2.26148446807973,0.319,"24_10-0.1","2-aminoadipate"
"2-heptyl-1H-quinolin-4-one (HHQ)2",3.78855826778809,0.002,"24_10-0.1","2-heptyl-1H-quinolin-4-one (HHQ)"
"2-hydroxy-3-methylvalerate2",-0.532660908271452,0.727,"24_10-0.1","2-hydroxy-3-methylvalerate"
"2-hydroxyphenylacetate2",5.55523343552412,0.709,"24_10-0.1","2-hydroxyphenylacetate"
"2-keto-3-deoxy-gluconate2",-1.31241944051712,0.01,"24_10-0.1","2-keto-3-deoxy-gluconate"
"2-ketogluconate2",-2.12011410109909,0.003,"24_10-0.1","2-ketogluconate"
"2-methylcitrate/homocitrate2",-0.660957896708174,0.752,"24_10-0.1","2-methylcitrate/homocitrate"
"2-methylserine2",0.124325500425805,0.991,"24_10-0.1","2-methylserine"
"2-oxoarginine*2",-0.293598663483276,0.319,"24_10-0.1","2-oxoarginine*"
"2-piperidinone2",2.94926903848082,0.026,"24_10-0.1","2-piperidinone"
"2,4-diaminobutyrate2",0.424885241918031,0.066,"24_10-0.1","2,4-diaminobutyrate"
"3-(4-hydroxyphenyl)lactate2",0.645023632045927,0.154,"24_10-0.1","3-(4-hydroxyphenyl)lactate"
"3-ethylphenylsulfate2",4.04380907909793,0.008,"24_10-0.1","3-ethylphenylsulfate"
"3-hydroxy-2-ethylpropionate2",-2.27820128420938,0.37,"24_10-0.1","3-hydroxy-2-ethylpropionate"
"3-hydroxy-3-methylglutarate2",0.378184691585357,0.000447,"24_10-0.1","3-hydroxy-3-methylglutarate"
"3-hydroxydecanoate2",-1.12877048514385,3.87e-05,"24_10-0.1","3-hydroxydecanoate"
"3-hydroxyhexanoate2",-2.05713615621555,0.001,"24_10-0.1","3-hydroxyhexanoate"
"3-hydroxyisobutyrate2",1.62917011064841,0.227,"24_10-0.1","3-hydroxyisobutyrate"
"3-hydroxylaurate2",-1.66581332667568,0.002,"24_10-0.1","3-hydroxylaurate"
"3-methyl-2-oxobutyrate2",-3.94046061650582,1.05e-05,"24_10-0.1","3-methyl-2-oxobutyrate"
"3-methyl-2-oxovalerate2",-1.7189719941309,0.007,"24_10-0.1","3-methyl-2-oxovalerate"
"3-methylglutaconate2",1.94958479304522,0.017,"24_10-0.1","3-methylglutaconate"
"3-methylhistidine2",0.940324163695221,5.21e-06,"24_10-0.1","3-methylhistidine"
"3-phosphoglycerate2",-0.153171303110253,0.002,"24_10-0.1","3-phosphoglycerate"
"3-phosphoserine2",-2.8606285019345,0.000873,"24_10-0.1","3-phosphoserine"
"3-sulfo-L-alanine2",0.183540544125886,0.02,"24_10-0.1","3-sulfo-L-alanine"
"3-ureidopropionate2",1.53423382506915,0.396,"24_10-0.1","3-ureidopropionate"
"3,4-dihydroxy-1,5-cyclohexadiene-1-carboxylic acid2",-0.554380722230473,0.946,"24_10-0.1","3,4-dihydroxy-1,5-cyclohexadiene-1-carboxylic acid"
"4-acetamidobutanoate2",-0.635378819647298,0.517,"24_10-0.1","4-acetamidobutanoate"
"4-guanidinobutanoate2",-0.0267305753204872,0.000353,"24_10-0.1","4-guanidinobutanoate"
"4-hydroxybenzoate2",-4.04597000356902,0.481,"24_10-0.1","4-hydroxybenzoate"
"4-hydroxycinnamate2",2.76261043861989,0.003,"24_10-0.1","4-hydroxycinnamate"
"4-hydroxyphenylacetate2",0.443083129485675,0.638,"24_10-0.1","4-hydroxyphenylacetate"
"4-hydroxyphenylpyruvate2",-0.877776617331198,5.12e-05,"24_10-0.1","4-hydroxyphenylpyruvate"
"4-imidazoleacetate2",5.90262743608999,1.18e-06,"24_10-0.1","4-imidazoleacetate"
"4-methyl-2-oxopentanoate2",-0.711837635893463,0.033,"24_10-0.1","4-methyl-2-oxopentanoate"
"5-(2-Hydroxyethyl)-4-methylthiazole2",4.93270716946787,0.000296,"24_10-0.1","5-(2-Hydroxyethyl)-4-methylthiazole"
"5-methylthioadenosine (MTA)2",-0.728368002993386,0.000617,"24_10-0.1","5-methylthioadenosine (MTA)"
"5-oxoproline2",-0.522934368190929,4.29e-05,"24_10-0.1","5-oxoproline"
"5,6-dihydrouridine2",-2.06937166693364,0.008,"24_10-0.1","5,6-dihydrouridine"
"6-hydroxynicotinate2",0.375116269003441,0.916,"24_10-0.1","6-hydroxynicotinate"
"6-oxopiperidine-2-carboxylate2",-0.699887953303216,0.007,"24_10-0.1","6-oxopiperidine-2-carboxylate"
"7-methylguanine2",5.52111390627438,0.000292,"24_10-0.1","7-methylguanine"
"8-hydroxyguanine2",-2.58324327916886,3e-06,"24_10-0.1","8-hydroxyguanine"
"aconitate [cis or trans]2",0.129553684586108,7.77e-05,"24_10-0.1","aconitate [cis or trans]"
"adenosine 3'-monophosphate (3'-AMP)2",-3.76008123859214,0.352,"24_10-0.1","adenosine 3'-monophosphate (3'-AMP)"
"adenosine 5'-monophosphate (AMP)2",-1.325052716438,6.47e-10,"24_10-0.1","adenosine 5'-monophosphate (AMP)"
"alanine2",-0.710238256602086,0.002,"24_10-0.1","alanine"
"alanyl-glutamyl-meso-diaminopimelate2",-2.3244499983575,0.000113,"24_10-0.1","alanyl-glutamyl-meso-diaminopimelate"
"alanylleucine2",-0.609964274979559,7.87e-10,"24_10-0.1","alanylleucine"
"alpha-hydroxyisocaproate2",-0.312833581238168,0.953,"24_10-0.1","alpha-hydroxyisocaproate"
"alpha-hydroxyisovalerate2",4.88759704098398,0.012,"24_10-0.1","alpha-hydroxyisovalerate"
"alpha-ketoglutaramate*2",-0.929520998526719,0.002,"24_10-0.1","alpha-ketoglutaramate*"
"alpha-ketoglutarate2",-1.87407573076234,3.3e-06,"24_10-0.1","alpha-ketoglutarate"
"anthranilate2",1.42322822194741,0.046,"24_10-0.1","anthranilate"
"arabonate/xylonate2",0.308832892922612,0.086,"24_10-0.1","arabonate/xylonate"
"arginine2",-0.934530314993695,0.000136,"24_10-0.1","arginine"
"asparagine2",2.52110579284145,0.000208,"24_10-0.1","asparagine"
"aspartate2",-1.8552857778018,0.003,"24_10-0.1","aspartate"
"azelate (C9-DC)2",10.2061861641941,0.08,"24_10-0.1","azelate (C9-DC)"
"benzoate2",6.88235107406727,7.98e-06,"24_10-0.1","benzoate"
"beta-guanidinopropanoate2",1.03572071285011,0.013,"24_10-0.1","beta-guanidinopropanoate"
"cadaverine2",-0.949133083181683,9.45e-05,"24_10-0.1","cadaverine"
"carnitine2",2.10224310158146,0.000701,"24_10-0.1","carnitine"
