	rxn10158	rxn05312	rxn05318	rJB00240	rxn00615	rxn05209	rxn00148	rxn00250	rxn00134	rxn00102	rxn05581	rxn00097	rxn00251	rxn10165	EX_cpd00182_e	EX_cpd00100_e	EX_cpd00080_e	ATPM	DM_cpd00002_c
75	-550.547404492517	825.8211067387755	275.2737022462585	550.547404492517	-825.8211067387755	-550.547404492517	8.389999999999986	8.389999999999986	275.2737022462585	-8.389999999999986	825.8211067387755	266.8837022462585	8.389999999999986	825.8211067387755	-275.2737022462585	825.8211067387755	-825.8211067387755	8.39	275.2737022462585
76	-556.8223792924175	835.2335689386263	278.41118964620875	556.8223792924175	-835.2335689386263	-556.8223792924175	8.389999999999986	8.389999999999986	278.41118964620875	-8.389999999999986	835.2335689386263	270.02118964620877	8.389999999999986	835.2335689386263	-278.41118964620875	835.2335689386263	-835.2335689386263	8.39	278.41118964620875
77	-625.747203692117	938.6208055381754	312.8736018460585	625.747203692117	-938.6208055381754	-625.747203692117	8.389999999999986	8.389999999999986	312.8736018460585	-8.389999999999986	938.6208055381754	304.4836018460585	8.389999999999986	938.6208055381754	-312.8736018460585	938.6208055381754	-938.6208055381754	8.39	312.8736018460585
78	-632.0221784920175	948.0332677380262	316.01108924600874	632.0221784920175	-948.0332677380262	-632.0221784920175	8.389999999999986	8.389999999999986	316.01108924600874	-8.389999999999986	948.0332677380262	307.62108924600875	8.389999999999986	948.0332677380262	-316.01108924600874	948.0332677380262	-948.0332677380262	8.39	316.01108924600874
79	-644.5972782914171	966.8959174371256	322.29863914570853	644.5972782914171	-966.8959174371256	-644.5972782914171	8.389999999999986	8.389999999999986	322.29863914570853	-8.389999999999986	966.8959174371256	313.90863914570855	8.389999999999986	966.8959174371256	-322.29863914570853	966.8959174371256	-966.8959174371256	8.39	322.29863914570853
80	-413.0231046919165	619.5346570378747	206.51155234595825	413.0231046919165	-619.5346570378747	-413.0231046919165	8.389999999999986	8.389999999999986	206.51155234595825	-8.389999999999986	619.5346570378747	198.12155234595824	8.389999999999986	619.5346570378747	-206.51155234595825	619.5346570378747	-619.5346570378747	8.39	206.5115523459582
81	-363.1233042919166	544.6849564378749	181.5616521459583	363.1233042919166	-544.6849564378749	-363.1233042919166	8.389999999999986	8.389999999999986	181.5616521459583	-8.389999999999986	544.6849564378749	173.1716521459583	8.389999999999986	544.6849564378749	-181.5616521459583	544.6849564378749	-544.6849564378749	8.39	181.56165214595828
82	-600.6472040925171	900.9708061387756	300.32360204625854	600.6472040925171	-900.9708061387756	-600.6472040925171	8.389999999999986	8.389999999999986	300.32360204625854	-8.389999999999986	900.9708061387756	291.93360204625856	8.389999999999986	900.9708061387756	-300.32360204625854	900.9708061387756	-900.9708061387756	8.39	300.32360204625854
83	-538.0225046923165	807.0337570384748	269.0112523461583	538.0225046923165	-807.0337570384748	-538.0225046923165	8.389999999999986	8.389999999999986	269.0112523461583	-8.389999999999986	807.0337570384748	260.6212523461583	8.389999999999986	807.0337570384748	-269.0112523461583	807.0337570384748	-807.0337570384748	8.39	269.0112523461583
84	-588.1223042923166	882.183456438475	294.06115214615835	588.1223042923166	-882.183456438475	-588.1223042923166	8.389999999999986	8.389999999999986	294.06115214615835	-8.389999999999986	882.183456438475	285.67115214615836	8.389999999999986	882.183456438475	-294.06115214615835	882.183456438475	-882.183456438475	8.39	294.06115214615835
