PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB,8-10-17_BIT_0_0_A_1,8-10-17_BIT_0_0_B_1,8-10-17_BIT_0_0_C_1,8-10-17_BIT_0_0_D_1,8-30-17_BIT_0_0_A_1,8-30-17_BIT_0_0_B_1,8-30-17_BIT_0_0_C_1,8-30-17_BIT_0_0_D_1,8-10-17_BIT_0_0.1_A_1,8-10-17_BIT_0_0.1_B_1,8-10-17_BIT_0_0.1_C_1,8-10-17_BIT_0_0.1_F_1,8-30-17_BIT_0_0.1_A_1,8-30-17_BIT_0_0.1_B_1,8-30-17_BIT_0_0.1_D_1,8-30-17_BIT_0_0.1_F_1,8-10-17_BIT_0_10_A_1,8-10-17_BIT_0_10_B_1,8-10-17_BIT_0_10_C_1,8-10-17_BIT_0_10_D_1,8-30-17_BIT_0_10_A_1,8-30-17_BIT_0_10_B_1,8-30-17_BIT_0_10_C_1,8-30-17_BIT_0_10_D_1,8-10-17_BIT_5_0_A_1,8-10-17_BIT_5_0_B_1,8-10-17_BIT_5_0_C_1,8-10-17_BIT_5_0_D_1,8-30-17_BIT_5_0_A_1,8-30-17_BIT_5_0_B_1,8-30-17_BIT_5_0_C_1,8-30-17_BIT_5_0_D_1,8-10-17_BIT_5_0.1_A_1,8-10-17_BIT_5_0.1_B_1,8-10-17_BIT_5_0.1_C_1,8-10-17_BIT_5_0.1_F_1,8-30-17_BIT_5_0.1_A_1,8-30-17_BIT_5_0.1_B_1,8-30-17_BIT_5_0.1_D_1,8-30-17_BIT_5_0.1_F_1,8-10-17_BIT_5_10_A_1,8-10-17_BIT_5_10_B_1,8-10-17_BIT_5_10_C_1,8-10-17_BIT_5_10_D_1,8-30-17_BIT_5_10_A_1,8-30-17_BIT_5_10_B_1,8-30-17_BIT_5_10_C_1,8-30-17_BIT_5_10_D_1,8-10-17_BIT_24_0_A_1,8-10-17_BIT_24_0_B_1,8-10-17_BIT_24_0_C_1,8-10-17_BIT_24_0_D_1,8-30-17_BIT_24_0_A_1,8-30-17_BIT_24_0_B_1,8-30-17_BIT_24_0_C_1,8-30-17_BIT_24_0_D_1,8-10-17_BIT_24_0.1_A_1,8-10-17_BIT_24_0.1_B_1,8-10-17_BIT_24_0.1_C_1,8-10-17_BIT_24_0.1_F_1,8-30-17_BIT_24_0.1_A_1,8-30-17_BIT_24_0.1_B_1,8-30-17_BIT_24_0.1_D_1,8-30-17_BIT_24_0.1_F_1,8-10-17_BIT_24_10_A_1,8-10-17_BIT_24_10_B_1,8-10-17_BIT_24_10_C_1,8-10-17_BIT_24_10_D_1,8-30-17_BIT_24_10_A_1,8-30-17_BIT_24_10_B_1,8-30-17_BIT_24_10_C_1,8-30-17_BIT_24_10_D_1
102,2-aminoadipate,Amino Acid,Lysine Metabolism,6146,LC/MS Polar,381,3500,160.06153,542-32-5;1118-90-7,469,C00956,HMDB00510,"301,649","343,523","404,230","295,679","610,799","678,482","512,971","507,631","229,812","257,216","399,578","279,798","494,441","558,992","477,271","460,268","392,268","341,780","336,044","443,233","487,443","494,616","530,738","475,451","489,724","457,747","414,463","462,372","603,491","620,509","548,968","454,750","276,666","320,589","280,126","225,148","442,832","542,522","385,175","473,618","335,638","317,806","312,089","404,568","585,792","473,816","465,059","461,774","616,354","463,700","637,746","569,117","745,114","614,544","821,550","649,879","289,025","260,146","278,320","229,755","374,632","472,591","393,638","371,190","298,942","337,792","280,978","309,930","566,243","505,377","585,940","441,235"
252,2-aminophenol,Amino Acid,Tryptophan Metabolism,38109,LC/MS Pos Early,100002382,2644,110.06004,95-55-6,5801,C01987,,"20,951,192","19,890,518","23,676,940","18,283,346","17,025,560","17,726,162","13,380,265","28,390,234","21,209,540","15,913,626","18,705,890","18,638,444","29,584,006","20,139,152","27,893,812","28,164,310","17,172,056","15,377,108","14,986,894","14,921,071","21,759,470","29,772,032","22,898,098","29,724,566","10,897,954","9,569,646","9,538,000","12,068,584","18,353,032","14,538,906","13,200,591","21,754,492","11,034,234","11,190,607","12,104,949","12,433,047","5,464,610","5,128,855","13,914,048","13,584,127","4,472,637","3,419,386","4,019,681","4,878,421","2,878,101","2,820,014","3,599,289","5,443,890","2,434,892","2,267,826","2,195,415","2,224,229","5,952,619","4,433,513",,"5,976,727",,,,,,,,,,,,,,,,
3430,2'-deoxyadenosine,Nucleotide,"Purine Metabolism, Adenine containing",1553,LC/MS Neg,211,2154,250.09456,16373-93-6,13730,C00559,HMDB00101,"93,298","92,491","81,131","83,050","78,856","59,467","94,000","103,244","77,594","71,653","87,177","81,391","65,234","68,468","81,435","111,528","82,909","85,286","77,511","85,128","66,277","43,051",,"90,234","66,229",,"50,352","59,453",,"65,032","104,348","87,156","67,208","89,345","87,761","103,543","110,062","60,363","94,780","61,467",,,,,,,,,"84,512","89,065",,"95,927","72,594","75,082","77,892","101,659","59,242","84,349",,,"95,494","60,184","83,515",,,,,,,,,
3428,2'-deoxyadenosine 5'-monophosphate,Nucleotide,"Purine Metabolism, Adenine containing",46333,LC/MS Neg,100000485,1315,330.06089,653-63-4,12599,C00360,HMDB00905,"100,338","128,927","99,163","89,559","153,879","124,728","142,608","95,322","98,813","125,660","124,384","109,606","151,070","187,089","113,899","141,170","114,118","139,377","98,298","113,697","155,216","115,151","162,558","118,382","128,385","131,514","114,215","85,867","136,182","135,948","126,031","124,911","232,210","214,376","268,348","219,416","366,787","280,593","253,553","282,844","229,979","216,778","234,533","217,760","243,943","298,084","250,896","235,163","135,602","144,184","148,386","126,829","221,743","243,470","459,189","173,686","202,392","224,973","211,972","227,222","275,154","276,094","227,857","283,897","215,108","205,186","210,095","243,712","297,523","272,368","255,094","249,861"
3516,2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",15949,LC/MS Pos Early,100000125,2193,228.09789,951-77-9,13711,C00881,HMDB00014,"2,226,815","2,712,915","2,288,676","2,072,103","4,499,957","3,986,412","4,200,362","2,811,206","2,569,045","2,656,077","3,205,320","2,911,248","4,104,531","4,118,858","3,713,990","4,352,272","2,552,357","2,484,378","2,859,438","2,269,505","4,553,178","3,436,793","5,056,116","4,212,752","2,526,852","2,397,072","2,301,951","2,830,633","3,189,622","3,480,852","4,006,855","2,995,996","2,337,020","2,503,646","2,661,536","2,342,362","3,779,601","3,353,987","2,697,879","3,825,776",,"989,312","614,272",,"765,978","1,503,949","1,065,997",,"2,207,461","2,468,263","2,577,674","2,374,095","3,986,939","4,181,118","5,214,320","3,777,660","1,892,338","1,715,238","1,944,524","1,967,483","3,701,431","2,753,041","2,858,977","3,209,808",,"519,994","755,615",,"954,538","1,380,442","509,949","1,329,585"
3514,2'-deoxycytidine 5'-monophosphate,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",533,LC/MS Pos Early,298,975,308.06422,1032-65-1,13945,C00239,HMDB01202,"117,074",,"112,338",,"159,608","154,672","144,349",,"195,115",,"147,290","111,343",,"107,962",,"155,436","117,625","83,982",,"125,068","148,659",,"164,564","211,900",,"84,325",,"125,871","103,072","70,227","125,064","153,563","183,859","231,663","239,132","173,914","217,365","298,068","122,143","200,300","126,507",,,"220,761","183,667","220,044","195,351","217,811",,"73,238","136,723","93,778","146,715","160,547","382,127","79,777",,,"185,457",,"252,209","212,935",,"165,791","184,215","129,203","204,076","188,271","188,078","250,757","181,846","250,681"
3459,2'-deoxyguanosine,Nucleotide,"Purine Metabolism, Guanine containing",1411,LC/MS Neg,348,1751,266.08948,961-07-9,187790,C00330,HMDB00085,"339,252","396,768","364,896","477,421","329,496","390,197","368,704","415,314","340,960","484,395","373,221","400,414","352,444","396,601","414,772","396,623","434,466","379,436","444,947","432,949","370,552","472,538","367,259","368,167","311,634","347,863","338,924","362,500","321,307","472,584","381,267","396,977","323,840","358,666","434,971","373,277","479,898","352,430","406,919","330,919","339,381","399,039","328,958","369,143","294,122","336,340","326,168","402,121","311,765","343,216","300,064","299,153","354,418","374,824","332,896","469,373","338,231","339,418","278,118","369,951","341,561","294,840","365,112","394,483","401,005","376,994","282,593","375,281","330,024","275,706","344,907","363,098"
3492,2'-deoxyuridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",1412,LC/MS Polar,536,1100,273.07281,951-78-0,13712,C00526,HMDB00012,"1,348,866","1,416,324","1,301,963","1,396,481","1,238,547","1,300,019","1,296,964","1,243,819","1,252,178","1,351,690","1,355,291","1,290,479","1,394,776","1,324,490","1,309,934","1,462,336","1,253,394","1,108,210","1,471,418","1,256,710","1,514,914","1,308,088","1,324,682","1,352,753","1,420,250","1,281,765","1,620,698","1,429,751","1,529,170","1,442,709","1,544,807","1,392,772","1,406,406","1,429,658","1,503,664","1,297,426","1,501,980","1,462,523","1,319,317","1,564,530","906,350","1,222,669","1,092,285","1,027,500","959,082","1,215,656","1,129,254","1,083,796","1,501,787","1,464,180","1,694,425","1,465,868","1,826,109","1,622,171","1,755,704","1,611,799","1,353,477","1,501,712","1,574,862","1,651,144","1,645,607","1,453,499","1,601,442","1,644,672","984,988","1,327,091","1,229,060","1,043,401","1,186,977","1,222,376","1,205,532","1,233,361"
4305,2-heptyl-1H-quinolin-4-one (HHQ),Xenobiotics,Bacterial/Fungal,54693,LC/MS Pos Late,100010840,1058,244.16959,,,,,"51,793,448","51,468,720","36,943,344","26,180,064","160,200,832","139,239,344","53,018,384","149,037,680","35,702,668","37,463,896","50,315,912","44,888,152","165,384,512","188,402,432","65,622,408","58,933,868","47,749,460","46,403,940","40,962,068","38,570,136","57,581,792","149,565,712","114,709,840","59,640,284","14,856,483","20,623,312","18,432,032","18,301,644","22,301,768","37,943,444","20,499,580","44,455,464","31,122,278","30,772,084","31,895,162","36,181,608","54,713,948","38,850,952","162,112,224","122,984,152","130,698,120","130,618,008","133,857,488","140,621,792","130,548,320","136,913,392","171,527,472","144,275,056","32,335,450","30,194,640","21,213,510","77,079,168","20,284,112","18,737,360","27,569,228","14,069,381","57,455,676","44,487,888","136,088,256","138,683,808","51,691,712","49,327,212","61,110,156","59,344,972","131,314,096","121,439,936","126,634,616","138,867,248","265,744,336","478,605,376","208,656,192","179,346,512"
4300,2-heptyl-3-hydroxy-4-quinolone,Xenobiotics,Bacterial/Fungal,43409,LC/MS Pos Late,100004365,1125,260.16451,108985-27-9,,,,"245,118,672","212,614,496","218,566,976","167,990,528","374,376,320","292,254,112","200,225,584","434,278,464","221,069,584","191,431,344","236,881,184","199,154,352","372,946,528","306,341,632","352,125,152","343,785,216","244,557,472","241,314,560","230,777,600","207,643,616","301,579,168","308,748,448","418,858,336","361,371,040","155,515,024","195,256,128","159,788,992","191,095,152","298,390,624","355,809,664","274,293,216","410,307,680","219,282,832","201,080,304","213,377,856","216,594,608","261,142,464","187,823,440","353,945,984","333,804,096","377,927,232","377,995,712","360,895,712","398,157,280","210,343,904","155,638,784","146,284,800","377,139,552","411,055,520","184,154,288","409,093,056","386,370,624","247,524,064","247,240,544","705,003,776","250,222,960","251,908,960","240,988,736","245,548,672","239,363,008","243,089,120","180,454,416","308,537,824","291,433,312","384,675,360","323,115,520","340,650,944","331,219,456","307,678,048","321,302,624","175,809,056","459,854,688"
319,2-hydroxy-3-methylvalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",36746,LC/MS Neg,100001541,1800,131.07136,488-15-3,164623,,HMDB00317,"1,899,757","2,082,900","2,063,197","1,734,726","2,279,976","2,236,349","2,142,773","1,984,042","1,840,820","2,149,200","2,133,249","1,976,710","2,159,721","2,280,369","1,977,882","2,073,884","1,950,043","1,919,901","1,935,014","2,032,893","1,982,222","2,199,642","1,935,256","2,015,815","2,026,712","2,234,501","2,062,200","1,924,637","1,859,340","1,953,815","1,939,228","2,124,362","1,629,023","1,775,146","1,807,490","1,529,607","1,902,838","1,894,702","1,634,296","1,685,222","1,784,766","1,853,477","1,764,302","1,885,447","1,977,067","2,170,087","2,109,447","1,784,698","2,332,137","2,398,109","2,445,512","2,557,591","1,907,406","2,139,302","1,885,822","2,498,385","1,901,542","1,628,549","1,595,224","1,865,142","1,719,412","1,912,261","1,530,156","1,787,538","1,675,643","1,791,220","1,624,930","1,706,510","1,798,147","2,036,637","2,112,968","1,698,019"
1315,2-hydroxyadipate,Lipid,"Fatty Acid, Dicarboxylate",31934,LC/MS Polar,100001153,3000,161.04554,18294-85-4,193530,C02360,HMDB00321,"4,056,116","3,881,821","4,292,152","3,775,808","4,136,091","3,955,106","4,203,177","3,816,281","3,978,659","4,227,117","4,398,105","4,335,808","3,986,054","3,925,991","4,002,147","4,161,869","3,788,208","3,972,640","4,422,248","4,069,699","4,329,950","3,481,559","4,060,354","3,922,706","4,300,951","3,490,223","3,797,393","3,621,408","3,581,112","3,220,594","3,906,614","3,230,184","3,818,089","3,970,898","3,743,987","3,753,925","3,681,702","3,773,546","3,385,703","3,618,701","3,667,728","4,007,731","3,675,096","3,422,533","3,523,643","3,553,895","3,605,710","3,407,141","3,946,685","3,776,073","4,518,641","3,971,582","5,721,349","3,815,530","3,964,262","4,066,509","3,972,261","3,631,833","4,079,489","3,745,698","3,872,124","3,675,476","3,807,851","4,230,209","4,442,716","4,054,933","3,848,973","3,564,565","3,914,644","3,856,645","3,687,997","4,042,392"
444,2-hydroxybutyrate/2-hydroxyisobutyrate,Amino Acid,Glutathione Metabolism,52281,LC/MS Polar,100008928,1258,103.04006,,,,,"1,277,923","1,301,401","1,663,464","1,829,588","1,591,558","1,800,213","1,572,736","1,066,817","889,069","1,458,372","965,870","1,350,522","1,236,455","1,944,660","1,426,742","1,871,839","1,135,602","1,121,131","1,152,020","1,192,896","2,111,926","1,313,291","1,308,692","1,143,891","1,188,085","862,504","1,231,330","1,348,229","1,291,198","1,305,280","1,389,158","861,163","1,394,266","1,031,482","1,055,794","1,135,646","1,150,573","1,547,455","770,492","1,810,451","1,263,097","1,517,204","1,086,649","2,338,131","1,620,836","1,136,014","1,559,378","1,093,349","1,716,157","1,099,227","1,172,834","1,315,704","1,550,124","1,013,664","1,352,851","1,621,899","1,170,935","1,100,401","659,659","1,494,243","1,383,397","1,340,391","1,239,684","1,141,230","1,649,922","1,750,728","1,401,662","1,293,311","1,502,067","1,439,766","1,145,690","1,813,635"
1311,2-hydroxyglutarate,Lipid,"Fatty Acid, Dicarboxylate",37253,LC/MS Pos Early,100002070,958,131.03389,40951-21-1,43,C02630,HMDB00606,"4,289,667","4,102,447","4,365,806","3,740,966","4,514,374","4,362,777","4,172,598","3,811,644","4,471,398","4,503,225","4,425,888","4,298,185","3,994,296","4,940,353","4,457,858","4,687,163","4,556,318","4,723,758","4,081,462","4,220,662","3,979,735","4,251,799","4,014,052","4,876,854","3,120,794","3,396,036","2,813,651","3,444,797","3,269,244","3,466,333","3,147,851","3,610,815","3,804,126","3,956,536","3,714,764","4,451,282","3,976,772","3,577,451","3,963,758","4,000,264","3,309,986","3,060,920","3,070,651","3,271,073","2,994,116","3,038,712","3,358,646","3,129,381","2,454,779","2,373,145","2,466,315","2,827,769","2,551,734","1,925,387","275,910","2,852,171","3,465,659","3,037,244","3,911,860","3,235,149","3,589,146","3,733,899","3,326,392","3,633,091","3,047,324","3,275,976","3,925,694","3,011,300","3,014,646","2,952,878","2,848,417","3,388,633"
180,2-hydroxyphenylacetate,Amino Acid,Tyrosine Metabolism,1432,LC/MS Polar,235,858.6,151.04006,614-75-5,11970,C05852,HMDB00669,"8,721,686","8,010,581","8,795,909","8,978,263","7,488,188","8,281,553","8,042,113","8,377,915","8,439,629","7,227,304","8,138,724","7,259,281","7,675,810","8,175,817","7,342,541","7,837,818","6,826,579","7,414,965","8,727,660","7,981,536","10,003,451","7,092,157","7,870,100","7,783,711","8,454,169","6,822,698","7,459,283","7,457,028","7,927,932","6,914,798","7,384,269","8,063,231","7,895,763","7,320,728","7,096,482","7,575,795","7,021,332","7,560,855","7,007,576","8,128,953","8,873,579","8,677,697","7,872,713","8,592,142","7,441,858","7,360,938","8,385,871","7,601,424","6,071,465","6,739,544","6,883,298","6,096,558","7,807,521","6,684,530","8,142,718","7,103,842","9,377,335","5,781,448","8,340,394","8,191,913","7,206,862","7,408,609","7,834,281","8,268,344","8,871,396","8,230,428","7,676,550","8,291,174","8,215,144","7,780,725","8,231,792","7,424,985"
3901,2-isopropylmalate,Xenobiotics,Food Component/Plant,15667,LC/MS Polar,100000409,2605,175.06119,3237-44-3,77,C02504,HMDB00402,"10,073,944","10,437,425","9,495,732","9,830,739","15,289,079","15,137,820","15,397,367","12,379,598","10,241,460","10,357,673","9,677,356","9,526,861","14,382,728","12,529,434","9,164,822","14,126,182","9,360,381","8,314,477","10,971,906","9,081,606","18,748,688","17,368,964","19,487,852","11,922,291","10,009,318","8,849,916","10,362,255","9,967,369","48,037,888","54,593,756","49,484,392","14,863,055","10,525,935","9,824,116","10,502,557","9,311,722","14,261,979","13,045,963","10,674,764","16,297,378","8,583,792","8,603,711","8,590,719","7,335,826","11,060,732","11,447,221","11,461,445","8,980,137","8,476,541","9,005,989","11,654,453","9,255,629","86,766,680","91,527,760","270,032,768","32,575,548","12,569,464","9,699,326","9,128,510","10,866,925","14,527,144","14,212,956","13,572,439","15,600,245","8,387,863","8,308,487","9,153,760","7,229,603","12,961,046","13,170,209","12,285,642","10,211,845"
4201,2-keto-3-deoxy-gluconate,Xenobiotics,Food Component/Plant,48141,LC/MS Polar,100005946,1900,177.04046,17510-99-5,161227,C00204,HMDB01353,"148,383,536","154,948,944","140,051,648","137,596,384","178,822,144","161,624,256","180,274,080","144,542,000","134,268,608","165,651,488","155,804,832","151,236,176","180,410,496","170,932,256","180,837,632","170,559,072","132,711,816","122,853,488","158,294,192","129,100,840","193,639,824","152,756,848","187,289,776","167,399,216","113,773,192","83,706,456","117,816,608","98,901,208","129,056,536","139,683,888","147,936,512","124,116,640","184,192,304","185,185,376","175,454,736","154,755,936","208,941,968","178,735,424","175,642,384","220,489,040","124,603,840","157,356,432","147,553,280","116,199,480","143,472,128","156,098,576","153,197,872","129,179,088","15,617,650","16,732,500","16,891,836","16,085,984","40,380,888","35,077,084","265,805,568","21,431,314","184,282,752","153,087,472","178,453,920","164,938,256","224,994,176","188,286,672","208,952,160","228,096,656","133,471,808","152,845,680","153,216,352","123,426,424","147,901,808","179,545,600","155,645,536","167,089,696"
4207,2-ketogluconate,Xenobiotics,Food Component/Plant,48370,LC/MS Polar,100005943,2668,193.03537,1040352-40-6,3035456,,,"17,930,180","17,602,192","15,375,778","16,703,229","5,958,398","3,378,773","3,463,297","8,949,899","7,513,187","21,472,094","16,374,754","17,698,256","7,010,850","5,008,332","9,944,974","10,169,588","16,423,430","13,675,072","16,773,581","16,571,025","9,460,471","4,459,119","7,135,907","10,711,353","25,964,412","18,702,932","24,770,470","22,990,194","5,245,684","4,838,417","4,946,519","10,804,728","1,060,811,008","1,135,814,784","1,019,825,152","1,050,733,952","26,288,040","20,295,884","93,898,080","85,596,848","20,466,214","22,554,128","18,655,596","18,913,766","5,054,337","4,608,285","3,257,586","9,461,378","10,695,662","6,608,393","10,890,476","6,679,194","6,693,434","4,860,985","79,537,488","7,694,718","2,096,826,752","2,130,637,952","2,143,059,968","2,019,375,360","36,232,556","28,070,724","115,321,968","118,274,960","21,852,960","24,693,232","19,414,792","19,877,616","5,973,536","5,010,943","4,187,062","12,006,884"
1143,2-methylcitrate/homocitrate,Energy,TCA Cycle,52282,LC/MS Neg,100008929,575,205.03538,,,,,"11,122,697","11,495,487","10,864,628","11,432,532","17,536,210","17,241,532","15,385,022","16,659,321","11,156,158","12,116,397","12,073,681","11,866,180","18,129,464","17,648,900","16,543,203","20,241,828","10,743,633","12,254,199","11,063,645","11,560,477","18,783,160","19,711,996","21,385,876","15,928,894","13,296,577","14,169,751","13,076,472","13,111,447","38,085,940","38,667,840","38,834,128","24,282,716","10,945,165","11,214,045","12,909,565","11,001,433","19,378,768","15,467,340","16,589,640","18,964,508","12,534,202","12,340,541","12,643,311","13,096,331","17,859,538","17,859,404","15,911,494","19,677,656","22,488,832","19,867,072","25,257,974","21,997,554","58,387,876","72,026,456","126,690,752","52,005,944","11,585,930","10,931,449","11,769,086","10,686,860","15,556,114","15,310,366","16,151,740","18,709,242","11,387,928","12,441,490","11,957,405","12,503,844","18,074,188","16,857,800","16,331,064","20,433,288"
15,2-methylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",53229,LC/MS Pos Early,100009246,1652,120.06552,,94309,C02115,,"33,447,478","31,363,936","34,120,636","21,887,968","30,482,292","34,866,012","32,942,548","19,412,020","29,557,768","37,368,604","29,252,456","33,044,096","35,289,808","33,972,196","31,668,470","33,890,096","35,927,204","37,420,244","29,432,446","34,188,496","37,478,716","20,159,088","35,250,976","34,187,356","25,419,740","32,267,724","25,392,550","31,886,094","25,657,456","29,916,426","32,848,138","34,420,508","27,138,418","28,874,508","17,505,068","27,382,968","24,415,912","24,311,044","25,615,916","22,522,064","23,619,644","22,848,384","23,651,796","18,048,802","24,999,284","27,000,792","23,845,580","22,149,028","10,552,656","18,814,710","10,665,604","15,317,719","16,134,428","10,481,674","10,619,917","10,591,630","24,327,214","21,624,242","22,681,220","24,147,746","22,597,262","25,021,972","25,169,666","20,718,804","22,258,390","21,368,504","19,865,120","21,216,640","24,673,208","25,396,664","26,732,572","24,158,274"
3480,2'-O-methyluridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",57655,LC/MS Neg,100010896,1831,257.07791,2140-76-3,102212,,,"205,047","202,445","206,434","208,119","211,529","178,538","195,653","200,140","203,846","212,452","200,215","192,533","157,933","188,850","172,859","202,622","211,198","199,637","178,767","220,177","173,537","209,695","207,013","216,597","192,723","225,713","168,940","182,165","224,650","210,622","193,311","212,382","198,456","179,854","149,252","226,997","209,892","187,661","184,949","161,392","136,646","138,055","153,236","157,894","163,862","169,396","183,849","174,895","254,455","234,411","230,088","264,291","210,064","245,147","224,967","234,552","197,002","174,219","187,152","171,753","192,366","186,167","199,260","193,534","155,959","144,407","136,138","181,345","159,490","184,811","164,483","144,762"
372,2-oxoarginine*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,55072,LC/MS Pos Early,100002784,1760,174.08732,10/4/15,558,C03771,HMDB04225,"149,908","82,856","215,343",,"723,547","503,053","670,565","671,924","306,171","297,864","272,763","238,605","578,283","561,091","362,968","827,991","257,917","425,672",,"221,583","636,179","814,938","785,539","844,276",,"248,372","127,373","194,901","138,520","338,571","231,708","276,588","356,160","476,656","417,414","404,680","833,267","858,751","837,731","1,209,067","707,685","587,706","620,180","575,849","782,839","529,817","771,980","871,762",,"271,319","108,724","344,005","241,983","152,070","271,302","260,012","843,815","732,194","887,860","1,020,043","1,392,091","1,328,732","1,355,227","1,628,043","967,366","1,151,460","758,370","930,122","881,236","756,947","989,918","1,086,427"
3810,2-piperidinone,Xenobiotics,Food Component/Plant,43400,LC/MS Pos Early,100004295,1675,100.07569,675-20-7,12665,,HMDB11749,"7,121,112","6,436,779","8,272,692","6,576,525","6,479,510","7,950,999","4,705,549","6,968,588","7,870,610","4,726,804","6,283,155","5,445,733","5,785,081","6,460,903","4,602,861","8,454,986","7,828,327","8,152,452","6,229,461","6,573,344","7,183,718","8,860,562","6,036,120","4,520,259","3,573,060","5,704,088","6,527,158","5,343,629","5,550,072","7,456,468","4,812,183","7,055,399","3,991,766","3,225,547","5,286,475","6,318,234","3,724,545","6,413,290","4,895,550","2,583,582","2,559,841",,,"4,146,823","3,851,274","3,246,799","5,202,898","3,835,560","11,289,020","7,262,502","6,658,176","9,604,325","8,000,810","4,678,415","12,572,913","5,300,451","7,192,526","5,349,674","5,536,528","7,136,589","3,953,716","6,930,356","6,763,680","2,872,437","3,209,606","2,583,037","3,578,949","5,601,452","5,292,118","2,645,315","2,245,922","2,987,254"
145,3-(4-hydroxyphenyl)lactate,Amino Acid,Tyrosine Metabolism,32197,LC/MS Neg,240,1379,181.05063,6482-98-0,9378,C03672,HMDB00755,"2,379,912","2,497,425","2,446,734","2,290,168","2,480,708","3,225,274","3,079,834","2,299,042","2,409,678","2,456,244","2,215,463","2,447,459","2,684,170","2,832,889","2,568,792","2,335,569","2,285,977","2,375,156","2,387,561","2,447,619","2,500,127","2,688,301","2,483,201","2,480,130","3,202,546","3,321,580","2,965,737","2,963,868","3,051,256","3,062,308","2,800,592","2,991,870","2,163,073","2,088,721","2,221,856","1,982,213","2,501,236","2,153,350","2,370,676","2,125,829","1,983,435","2,048,400","1,984,934","2,122,285","2,011,924","2,648,164","2,439,433","1,848,811","6,466,525","5,596,156","6,017,188","6,313,289","4,613,860","5,332,041","5,844,227","5,944,170","2,181,191","2,239,478","2,078,538","2,272,656","2,136,551","2,258,654","2,182,215","2,137,690","1,900,776","1,797,254","1,869,370","1,818,759","1,919,203","2,352,163","2,507,302","1,790,370"
3773,"3,4-dihydroxy-1,5-cyclohexadiene-1-carboxylic acid",Xenobiotics,Benzoate Metabolism,61853,LC/MS Polar,100015954,1889,155.03498,108646-25-9,,,,"745,294","1,214,791","701,310","729,788","717,324","473,914","619,843","848,229","860,079","1,037,250","1,174,125","1,075,137","1,191,661","598,626","1,291,294","951,069","646,744","699,745","1,082,500","716,677","1,040,663","688,653","1,069,070","1,386,081","1,023,297","690,648","1,084,630","932,872","937,894","732,663","1,113,849","898,407","995,782","1,015,044","949,844","739,967","967,532","479,981","780,363","1,029,413","665,303","1,145,420","1,119,689","568,498","486,011","824,358","439,515","637,153","1,033,140","1,275,187","1,094,949","872,857","1,447,404","1,329,724","1,061,022","1,672,547","532,910","577,169","703,509","788,083","912,385","365,803","955,143","949,037","664,907","1,034,997","1,069,243","694,465","481,580","932,741","318,329","1,171,197"
