PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB,8-10-17_BIT_0_0_A_1,8-10-17_BIT_0_0_B_1,8-10-17_BIT_0_0_C_1,8-10-17_BIT_0_0_D_1,8-30-17_BIT_0_0_A_1,8-30-17_BIT_0_0_B_1,8-30-17_BIT_0_0_C_1,8-30-17_BIT_0_0_D_1,8-10-17_BIT_0_0.1_A_1,8-10-17_BIT_0_0.1_B_1,8-10-17_BIT_0_0.1_C_1,8-10-17_BIT_0_0.1_F_1,8-30-17_BIT_0_0.1_A_1,8-30-17_BIT_0_0.1_B_1,8-30-17_BIT_0_0.1_D_1,8-30-17_BIT_0_0.1_F_1,8-10-17_BIT_0_10_A_1,8-10-17_BIT_0_10_B_1,8-10-17_BIT_0_10_C_1,8-10-17_BIT_0_10_D_1,8-30-17_BIT_0_10_A_1,8-30-17_BIT_0_10_B_1,8-30-17_BIT_0_10_C_1,8-30-17_BIT_0_10_D_1,8-10-17_BIT_5_0_A_1,8-10-17_BIT_5_0_B_1,8-10-17_BIT_5_0_C_1,8-10-17_BIT_5_0_D_1,8-30-17_BIT_5_0_A_1,8-30-17_BIT_5_0_B_1,8-30-17_BIT_5_0_C_1,8-30-17_BIT_5_0_D_1,8-10-17_BIT_5_0.1_A_1,8-10-17_BIT_5_0.1_B_1,8-10-17_BIT_5_0.1_C_1,8-10-17_BIT_5_0.1_F_1,8-30-17_BIT_5_0.1_A_1,8-30-17_BIT_5_0.1_B_1,8-30-17_BIT_5_0.1_D_1,8-30-17_BIT_5_0.1_F_1,8-10-17_BIT_5_10_A_1,8-10-17_BIT_5_10_B_1,8-10-17_BIT_5_10_C_1,8-10-17_BIT_5_10_D_1,8-30-17_BIT_5_10_A_1,8-30-17_BIT_5_10_B_1,8-30-17_BIT_5_10_C_1,8-30-17_BIT_5_10_D_1,8-10-17_BIT_24_0_A_1,8-10-17_BIT_24_0_B_1,8-10-17_BIT_24_0_C_1,8-10-17_BIT_24_0_D_1,8-30-17_BIT_24_0_A_1,8-30-17_BIT_24_0_B_1,8-30-17_BIT_24_0_C_1,8-30-17_BIT_24_0_D_1,8-10-17_BIT_24_0.1_A_1,8-10-17_BIT_24_0.1_B_1,8-10-17_BIT_24_0.1_C_1,8-10-17_BIT_24_0.1_F_1,8-30-17_BIT_24_0.1_A_1,8-30-17_BIT_24_0.1_B_1,8-30-17_BIT_24_0.1_D_1,8-30-17_BIT_24_0.1_F_1,8-10-17_BIT_24_10_A_1,8-10-17_BIT_24_10_B_1,8-10-17_BIT_24_10_C_1,8-10-17_BIT_24_10_D_1,8-30-17_BIT_24_10_A_1,8-30-17_BIT_24_10_B_1,8-30-17_BIT_24_10_C_1,8-30-17_BIT_24_10_D_1
149,phenol sulfate,Amino Acid,Tyrosine Metabolism,32553,LC/MS Neg,100001510,2156,172.9914,937-34-8,74426,C02180,HMDB60015,"148,409","120,262","124,359","85,995","115,638","112,847","111,820","116,895","122,002","125,266","101,562","116,926","111,662","107,784","121,195","142,157","126,443","135,219","120,216","127,785","128,756","99,432","96,848","117,990","112,889","137,189","115,345","126,556","114,406","122,260","102,270","101,983","127,757","98,240","121,251","108,309","106,015","89,637","119,548","110,034",,,,,,,"94,393","111,403","133,969","127,914","115,647","145,670","101,298","139,883","91,469","137,853","115,093","91,559","127,281","119,237","102,315","114,561","116,820","93,364","78,327",,"118,433",,"58,347",,"69,020","71,803"
126,phenylacetate,Amino Acid,Phenylalanine Metabolism,15958,LC/MS Neg,100000011,2150,135.04515,103-82-2,999,C07086,HMDB00209,"3,118,467","3,695,905","4,141,007","3,326,114","4,328,313","4,208,312","4,590,961","3,989,841","3,938,290","3,157,447","3,581,248","3,495,165","3,933,990","4,400,796","5,159,586","5,859,893","3,362,079","3,520,276","2,916,539","3,458,423","4,095,976","4,670,503","4,721,290","5,549,147","4,231,239","4,904,679","3,888,524","6,446,777","6,108,394","5,749,185","5,798,936","6,511,301","3,737,065","2,680,360","3,201,873","3,328,304","4,229,874","3,367,905","5,432,085","3,870,257","4,044,406","2,933,645","3,091,661","2,933,985","3,876,512","3,131,052","3,367,651","3,434,314","14,445,848","12,061,674","15,566,025","15,402,892","14,854,577","16,182,899","8,502,884","20,651,362","3,820,757","5,195,597","3,724,120","3,543,847","3,537,018","5,124,682","4,750,160","3,637,565","3,160,129","2,542,601","3,214,957","3,198,966","3,396,861","2,943,830","3,527,350","3,348,495"
116,phenylalanine,Amino Acid,Phenylalanine Metabolism,64,LC/MS Pos Early,460,2878,166.08626,63-91-2,6140,C00079,HMDB00159,"3,868,996,864","3,910,640,128","3,921,272,320","3,728,175,104","4,164,284,928","4,143,882,496","4,019,465,472","4,010,825,984","3,923,886,848","3,993,723,648","3,981,883,904","4,266,525,696","4,323,200,512","4,230,226,176","3,778,187,008","3,980,838,656","3,662,285,056","3,960,106,496","4,131,898,112","3,865,537,280","3,727,098,368","4,202,001,408","3,924,160,512","3,929,632,768","3,912,770,304","3,770,020,352","3,469,770,752","3,546,920,192","4,134,772,480","4,158,797,312","3,807,547,648","4,063,908,352","3,449,861,632","4,066,712,576","3,800,696,320","4,024,313,088","4,137,151,232","3,605,250,816","3,641,992,448","3,784,471,296","3,479,063,040","3,794,555,648","3,720,000,768","3,822,842,112","3,926,744,064","3,759,761,152","3,636,385,280","3,634,055,936","3,729,885,952","4,013,353,472","3,235,558,912","4,254,313,728","4,341,970,432","3,937,264,640","21,689,540","4,268,522,240","4,027,737,088","3,930,426,880","3,939,280,128","4,032,947,456","3,768,011,264","3,812,508,928","4,268,251,648","4,138,212,096","3,553,399,040","3,736,751,104","4,160,627,456","3,790,967,808","3,826,109,440","3,774,121,728","4,292,329,216","3,701,577,472"
713,phenylalanylalanine,Peptide,Dipeptide,41374,LC/MS Neg,100003589,2745,235.10881,3918-87-4,5488196,,,"78,271","77,559","89,936","74,117","157,513","178,825","161,073","144,518","69,522","102,795","87,995","72,544","150,214","143,186","171,417","181,959","99,890","107,621","82,715","96,914","165,558","141,473","163,640","127,964","91,694","107,482","125,609","116,672","218,936","243,270","237,663","176,866","107,598",,"109,673","64,561","138,596","152,851","163,047","132,632","1,800,658","1,823,157","1,829,241","1,973,179","1,738,989","1,845,399","1,586,764","1,978,811",,"109,825",,"70,540","173,488","102,555","279,880","72,595","57,164","43,135","47,534","69,486","146,653","116,338","159,806","143,625","2,533,304","2,451,626","2,484,558","2,576,013","2,724,913","2,572,766","2,475,902","3,113,492"
717,phenylalanylglycine,Peptide,Dipeptide,41370,LC/MS Pos Early,100003588,2898,223.10772,721-90-4,98207,,HMDB28995,"2,626,795","1,844,413","1,930,739","3,082,982","877,907","620,727","648,752","1,502,556","2,680,803","2,972,590","2,473,283","4,096,958","1,002,334","635,709","312,419","1,172,365","2,415,654","2,932,221","2,454,539","1,602,362","736,099","926,711","976,566","582,868",,"92,010","127,135",,"159,937","332,865","141,668","253,136","3,884,024","4,495,040","4,341,942","5,048,710","4,605,981","3,587,083","3,437,729","4,166,110","4,210,968","3,918,707","4,157,620","3,868,781","2,224,179","2,370,359","2,800,624","3,363,253",,"87,045","135,623","152,248","93,165","195,496","3,486,384","144,582","9,673,327","8,495,226","9,278,177","9,923,719","9,886,552","9,515,171","9,043,946","9,972,340","5,949,758","6,786,268","5,994,622","5,539,651","4,922,122","4,892,595","5,838,852","5,485,828"
122,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,22130,LC/MS Neg,100000774,2208,165.05571,828-01-3,3848,C05607,HMDB00779,"6,884,070","7,173,094","7,199,009","7,109,107","7,537,596","8,952,054","9,442,011","7,337,574","6,962,394","7,941,439","7,494,000","7,364,829","7,887,839","8,613,896","7,592,777","7,941,852","6,923,102","7,230,245","7,148,901","7,340,818","7,312,809","7,936,219","7,543,697","7,465,517","9,225,736","9,977,550","9,157,103","9,201,104","8,717,937","9,036,330","8,326,937","9,531,387","6,439,195","6,531,332","7,372,861","6,412,263","7,699,808","6,688,997","6,827,010","6,651,210","7,060,452","7,122,451","6,887,210","7,171,185","6,832,183","8,624,680","8,180,216","6,466,364","20,388,144","20,583,134","20,347,452","23,319,124","14,462,430","17,629,888","10,403,907","20,523,048","6,915,052","6,516,696","6,260,001","6,803,222","6,811,981","7,202,211","6,666,735","6,542,037","6,591,418","6,485,078","6,607,677","6,848,609","6,455,846","8,406,332","8,739,435","6,668,875"
121,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,566,LC/MS Neg,241,2515,163.04007,156-06-9,997,C00166,HMDB00205,"475,609","353,444","542,606","307,150","1,597,878","1,629,013","2,932,216","1,948,424","461,828","411,647","647,709","459,948","1,476,830","2,403,764","2,180,537","2,754,646","337,202","256,260","437,721","410,470","1,762,973","1,910,959","2,315,481","1,926,212","677,048","501,364","432,462","746,115","839,236","769,658","765,279","1,066,527","183,402",,"256,196",,"336,329","893,657","578,868","999,166","1,400,867","1,112,231","1,404,712","1,328,590","3,095,033","2,531,677","4,254,053","1,959,518","175,315","242,032","279,813","329,547","218,649","226,344",,"325,166","208,133","184,609","171,703","286,786","284,861","575,424","243,242","598,511","1,173,118","860,129","991,452","1,043,970","2,665,977","1,953,071","2,646,447","1,535,352"
1147,phosphate,Energy,Oxidative Phosphorylation,42109,LC/MS Neg,461,608,96.96962,7664-38-2,1061,C00009,HMDB01429,"356,472,608","342,613,760","329,698,976","350,926,304","363,519,264","367,381,312","365,199,008","348,382,048","362,872,800","375,132,096","348,076,576","362,860,800","331,155,872","386,012,160","359,278,432","368,544,576","359,079,808","378,010,144","317,905,088","332,175,584","356,523,136","370,160,352","365,000,864","373,333,184","396,610,304","410,903,360","380,637,408","423,564,736","364,990,848","419,193,152","382,993,504","422,023,072","399,343,648","410,083,168","389,507,424","414,371,520","390,506,848","414,428,832","393,212,160","428,395,808","319,801,120","335,508,224","336,008,352","324,855,296","322,090,272","349,420,768","323,156,192","341,947,360","398,858,624","408,252,576","385,594,656","418,160,992","416,203,552","421,885,696","366,038,304","405,535,968","384,711,968","399,175,904","387,643,968","380,227,296","391,985,440","400,184,288","379,020,800","402,079,136","322,861,056","350,418,176","343,469,408","333,438,368","324,430,112","320,895,296","331,487,168","348,236,864"
944,phosphoenolpyruvate (PEP),Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",597,LC/MS Neg,463,587.3,166.9751,10526-80-4,1005,C00074,HMDB00263,"558,211","674,117","587,999","528,379","888,879","1,127,249","1,040,329","726,522","593,633","619,972","707,629","593,069","1,017,810","1,058,916","802,076","822,647","566,897","618,933","598,148","607,981","808,258","924,526","944,193","791,782","815,521","840,501","762,102","770,111","998,270","1,061,694","1,030,292","863,872","403,106","432,542","456,662","341,998","350,780","344,958","354,688","400,891","697,534","613,314","665,150","664,045","897,923","1,230,478","1,024,565","763,214","1,866,132","1,567,220","2,099,943","1,691,626","1,455,056","1,825,010","4,230,287","1,786,714",,,,,,,"101,352",,"642,738","572,261","594,736","649,874","1,050,064","1,212,068","1,108,292","834,978"
1741,phosphoethanolamine,Lipid,Phospholipid Metabolism,1600,LC/MS Pos Early,1026,700,142.02638,1071-23-4,1015,C00346,HMDB00224,"4,214,661","4,446,792","5,069,958","4,086,011","7,341,677","6,304,016","6,200,389","5,875,847","4,824,222","4,860,752","4,551,514","4,935,041","6,143,808","6,979,785","6,574,303","8,431,815","4,576,229","4,353,012","4,914,975","4,561,217","7,234,429","7,051,093","8,421,482","7,605,253","5,129,926","4,982,299","4,687,609","4,755,417","7,987,985","7,997,827","9,981,413","7,583,867","13,938,652","14,078,519","16,004,157","12,891,085","20,536,328","20,569,178","24,439,358","22,399,518","11,114,786","9,681,428","10,479,381","11,753,461","8,942,798","9,179,886","7,851,265","9,860,773",,"733,902",,,"12,247,652","13,051,667","3,498,906","8,556,174","26,278,970","22,709,328","24,763,148","23,233,932","30,783,066","32,103,882","39,787,436","38,524,528","15,480,625","16,356,302","17,337,352","16,874,016","13,973,901","12,402,180","12,842,205","16,005,955"
19,phosphothreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",37453,LC/MS Pos Early,100002076,605,200.03185,27530-80-9,1016,C12147,,"168,717","101,944","112,553",,"171,383","176,400","194,780",,"145,704","148,369","148,190","157,080","122,473","167,488","106,589","150,430","162,042","193,156",,"156,135","149,206",,"154,861","129,361",,"153,980",,"101,653","164,692","168,512","112,715","82,447","117,392","98,368","171,570","162,582","201,318","204,176","184,237","197,863",,,,"167,088",,"117,222","171,308","103,270","98,198","100,405","191,430","90,636","211,423","290,854","286,461","177,318",,,"193,017",,"233,918","245,919",,"209,568","142,730","91,531","216,306","145,629","154,943","110,312","152,093","108,869"
230,picolinate,Amino Acid,Tryptophan Metabolism,1512,LC/MS Pos Early,1022,910,124.03931,98-98-6,1018,C10164,HMDB02243,"1,700,928","1,594,839","1,976,246","1,420,778","2,450,945","1,662,050","2,147,026","1,820,258","2,321,923","1,747,151","2,141,516","1,727,562","2,026,694","2,935,884","2,146,608","2,723,593","2,353,647","1,528,962","2,134,161","2,082,931","1,730,451","1,684,737","2,639,363","2,850,970","1,474,504","2,316,815","1,938,145","2,042,534","2,157,224","2,202,277","2,392,915","2,296,479","1,905,566","2,163,515","2,063,696","1,986,813","2,135,152","1,872,001","2,181,248","1,534,500","1,680,310","1,262,979","1,748,003","1,549,285","1,861,277","2,877,362","1,849,744","1,807,617","1,822,728","1,912,232","2,176,866","1,606,958","2,093,151","1,528,568","1,805,407","1,575,535","2,133,658","1,275,490","2,526,754","1,626,623","2,228,578","1,397,599","1,618,754","1,348,585","2,009,493","1,892,206","1,753,107","2,028,485","2,266,734","1,979,324","2,078,458","2,196,951"
1320,pimelate (C7-DC),Lipid,"Fatty Acid, Dicarboxylate",15704,LC/MS Polar,100000101,2745,159.06628,111-16-0,385,C02656,HMDB00857,,"222,573",,,"216,440","346,301","190,916",,,"177,738",,"144,153","462,881","180,304","191,370","195,859",,"244,466","247,998","159,884","161,297",,"217,277","222,859","240,512","304,840","263,874","213,191","296,509","222,628","222,938","243,995",,,,"271,734","352,520",,"295,947","259,930",,,"183,318",,"283,409",,,,"328,131","286,593","283,404",,"397,184","281,819","360,894","186,388",,,,,"400,859",,"230,629",,,,"237,450",,"235,101","224,062","256,924",
110,pipecolate,Amino Acid,Lysine Metabolism,1444,LC/MS Pos Early,1025,2200,130.08626,4043-87-2,849,C00408,HMDB00070,"209,497,600","222,697,744","202,477,392","214,316,896","229,335,120","232,343,024","231,073,360","211,113,232","233,282,272","231,464,992","235,070,064","223,806,752","233,089,600","242,938,560","223,093,872","237,246,800","224,033,008","222,240,176","233,546,400","201,972,000","217,466,272","231,990,144","220,507,584","243,366,864","214,632,544","204,811,584","206,098,848","233,938,608","203,102,240","215,237,280","202,943,248","200,968,128","188,421,328","205,744,768","200,799,744","202,194,544","204,188,928","200,524,240","180,398,464","212,639,504","190,772,432","164,804,896","162,272,240","168,875,728","159,080,592","177,382,320","165,273,152","152,322,896","249,381,104","221,614,528","279,978,912","278,674,880","244,354,320","297,233,568","270,038,496","293,512,448","208,285,472","203,890,464","201,487,104","221,495,184","212,129,344","195,683,664","214,444,272","198,374,016","169,541,296","166,891,600","164,498,784","167,161,936","170,748,496","155,087,968","200,544,672","168,180,384"
376,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1898,LC/MS Pos Early,480,1603,116.07061,147-85-3,145742,C00148,HMDB00162,"32,336,872","30,290,222","34,904,008","25,244,738","34,666,296","27,250,800","27,385,876","38,621,056","29,397,770","29,908,712","31,458,846","28,474,016","33,856,788","32,324,244","41,405,052","40,234,120","32,966,690","31,994,312","30,441,172","25,752,272","35,915,224","35,341,904","35,516,212","33,198,940","20,647,468","21,394,340","19,409,900","21,489,988","19,615,326","21,696,212","21,469,770","27,467,194","137,221,280","140,608,576","150,480,528","146,084,368","146,212,000","137,901,472","150,286,064","128,992,120","72,365,304","61,965,088","53,925,928","75,813,920","75,017,128","70,379,080","81,930,624","75,512,600","22,652,372","20,046,286","22,907,492","20,783,416","18,422,616","19,780,184","27,106,444","24,503,138","769,247,744","637,532,480","607,828,224","602,995,456","573,016,000","521,446,528","746,359,360","531,695,008","131,257,904","119,853,504","114,766,152","151,760,032","134,766,048","103,722,152","153,363,984","113,522,680"
736,prolylglycine,Peptide,Dipeptide,40703,LC/MS Pos Early,100003674,2136,173.09207,2578-57-6,6426709,,HMDB11178,"733,931","375,781","686,130","714,615","347,821",,"207,252","330,615","713,542","836,778","706,916","878,083",,,,"350,105","947,888","857,224","711,797","517,919",,"289,802","297,533",,,,,"253,158","276,230","183,423","185,865","196,877","2,831,656","2,828,072","3,558,255","3,242,727","3,107,985","2,849,092","2,960,436","2,920,198",,,,,,,,,,,,"405,785","233,035","87,461","582,356","362,581","10,519,085","7,936,877","9,999,955","9,567,524","5,426,017","5,506,800","6,258,224","5,228,890",,,,,,,,
3478,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Neg,821,1100,243.06226,1445-07-4,15047,C02067,HMDB00767,"1,534,153","1,453,349","1,529,553","1,550,968","1,497,422","1,808,936","1,490,081","1,757,310","1,652,975","1,521,068","1,487,584","1,495,444","1,603,917","1,751,050","1,635,634","1,572,414","1,610,469","1,630,747","1,544,546","1,384,257","1,516,467","1,678,880","1,345,563","1,587,287","1,550,895","1,869,276","1,543,026","1,641,326","1,650,475","1,913,359","1,573,437","1,884,738","1,355,356","1,317,717","1,442,185","1,286,624","1,524,805","1,486,251","1,497,523","1,521,870",,,,,,,,,"2,266,154","2,172,019","2,250,687","2,453,141","1,916,392","2,215,058","2,446,566","2,045,295","1,521,408","1,528,251","1,468,557","1,667,240","1,396,655","1,608,812","1,524,123","1,548,872",,,,,,,,
3630,pterin,Cofactors and Vitamins,Pterin Metabolism,43023,LC/MS Neg,100004216,1370,162.04213,22363-60-4,73000,C00715,HMDB00802,"25,345",,"32,935",,"131,989","181,761","185,300","42,833","35,895",,"32,746","37,886","87,030","114,372","41,769","51,304","22,201","34,596",,"31,069","70,117","98,936","82,460","30,895",,,,,,"38,858","36,330",,,,,,"70,618","78,858",,,,,,,,,,,,,,,,,"35,107",,,,,,"56,657","88,829",,,,,,,,,,
408,putrescine,Amino Acid,Polyamine Metabolism,1408,LC/MS Pos Early,49,3027,89.10733,110-60-1,1045,C00134,HMDB01414,"6,683,324","5,278,228","5,568,372","4,899,877","10,044,380","9,085,734","12,042,539","4,952,469","7,132,160","5,954,025","6,355,154","6,873,696","9,981,175","10,149,157","4,724,117","5,062,738","7,815,774","8,231,948","7,111,095","6,096,780","5,677,745","8,333,798","6,493,002","5,655,519","9,311,384","7,900,855","7,813,598","7,605,587","3,564,988","4,400,039","2,821,045","3,436,000","26,303,478","33,388,176","29,615,378","34,177,976","31,195,070","35,862,068","28,458,312","26,070,202","30,352,962","28,291,528","27,404,752","30,659,424","24,942,112","26,275,324","31,301,058","28,110,952","5,199,818","11,561,353","4,376,488","8,926,116","17,276,628","1,517,214","354,751","1,229,469","34,599,988","34,995,576","32,655,624","31,114,832","25,580,236","29,970,342","34,710,744","24,772,952","29,684,326","30,016,816","35,658,844","28,209,514","27,026,588","26,104,228","31,871,576","25,357,676"
3678,pyridoxamine,Cofactors and Vitamins,Vitamin B6 Metabolism,2150,LC/MS Pos Early,568,2975,169.09716,58052-48-5,1052,C00534,HMDB01431,"12,108,179","12,294,549","13,608,822","12,638,314","14,341,437","13,261,656","12,737,658","14,039,305","12,642,498","14,772,195","12,750,276","14,101,325","12,405,345","13,343,204","13,392,669","13,168,596","13,217,833","13,375,087","13,257,754","12,659,450","13,205,094","13,196,054","14,867,742","13,893,700","13,005,554","11,901,654","10,122,728","11,519,843","10,856,732","10,535,429","10,825,384","11,151,742","10,784,120","12,662,372","13,058,256","11,881,432","12,745,044","12,591,551","12,058,845","12,129,776","11,689,146","11,636,333","10,926,335","11,475,355","9,937,279","10,238,589","9,016,411","10,536,504","9,576,811","11,404,712","9,956,198","10,060,200","11,670,795","10,089,959","11,094,336","14,646,337","12,416,844","13,325,810","11,054,057","10,853,802","12,364,541","11,741,322","11,257,851","11,179,293","10,902,102","12,652,759","12,444,023","12,539,998","10,234,932","9,571,736","10,740,375","11,614,259"
3682,pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,31555,LC/MS Neg,100001121,2185,182.04588,82-82-6,6723,C00847,HMDB00017,"1,412,815","1,277,094","1,321,387","1,423,724","1,009,504","1,034,502","1,010,518","1,330,544","1,234,149","1,374,725","1,435,755","1,490,492","1,146,888","1,070,646","1,541,874","1,338,632","1,373,876","1,343,462","1,308,286","1,423,673","1,209,767","1,163,011","1,339,574","1,690,994","1,537,294","1,399,342","1,491,526","1,491,134","1,199,427","1,267,933","1,348,857","1,606,910","1,378,840","1,268,037","1,410,491","1,346,980","1,214,720","889,495","1,350,272","1,269,694","1,333,154","1,461,462","1,113,052","1,472,012","960,697","974,028","959,750","1,177,975","3,642,392","2,595,795","3,397,586","3,505,902","1,547,668","1,680,946","1,519,792","2,662,468","1,555,642","1,446,231","1,351,252","1,508,627","1,009,948","1,005,384","1,546,577","1,338,802","1,343,540","1,329,840","1,158,930","1,298,845","973,357","1,006,881","989,562","1,242,888"
3676,pyridoxine (Vitamin B6),Cofactors and Vitamins,Vitamin B6 Metabolism,608,LC/MS Neg,936,1657,168.06661,58-56-0,1054,C00314,HMDB02075,"504,065","470,218","620,142","619,914","481,031","535,827","567,353","619,000","511,147","569,312","472,648","518,240","661,575","641,461","636,038","592,139","525,679","524,087","417,545","629,562","566,270","559,777","478,465","606,165","521,531","521,898","428,358","396,755","405,375","524,419","382,516","480,656","525,373","459,257","507,821","615,972","568,350","527,266","472,912","688,550","608,987","477,697","525,065","673,084","465,644","660,450","451,625","486,965","445,937","477,313","430,871","599,748","402,572","483,024","379,128","547,614","561,955","566,626","520,752","497,709","558,654","403,624","527,122","481,175","577,570","564,608","452,597","559,245","574,615","484,286","463,059","498,253"
51,pyroglutamine*,Amino Acid,Glutamate Metabolism,46225,LC/MS Pos Early,100001540,1900,129.06586,2353-44-8,134508,,,"87,520,704","81,492,608","93,466,512","78,320,704","97,881,336","91,045,136","88,065,072","81,678,440","92,384,232","92,225,616","87,577,568","84,636,832","85,216,504","88,638,424","87,350,040","88,355,744","87,759,648","103,933,768","90,990,480","87,154,760","91,195,360","95,206,824","93,910,512","94,633,416","72,546,920","84,419,928","76,266,640","86,328,672","80,430,440","84,353,048","85,866,904","86,816,280","59,929,352","61,693,112","68,209,056","73,162,208","57,454,876","77,264,496","67,471,920","61,787,088","30,775,854","22,786,480","19,130,280","29,411,406","31,317,640","24,036,052","29,080,112","25,044,524","76,965,832","81,087,696","84,694,200","91,294,864","88,841,856","76,389,992","88,377,832","96,200,184","73,699,856","66,423,928","66,747,944","63,180,840","63,897,864","75,962,640","77,381,368","65,071,872","23,967,928","22,764,668","15,491,329","23,935,166","24,500,834","20,554,042","29,807,008","18,777,056"
4192,pyrraline,Xenobiotics,Food Component/Plant,48428,LC/MS Neg,100001767,2304,253.11938,74509-14-1,122228,,HMDB33143,"288,972","304,578","297,834","253,623","273,761","309,898","288,068","285,966","331,643","275,670","323,164","310,864","278,550","296,835","293,504","275,412","271,604","346,469","268,806","270,085","304,086","313,295","313,598","294,982","272,049","307,386","266,542","258,769","253,595","273,797","274,288","321,479","270,923","247,668","301,383","270,538","314,413","254,203","256,741","336,380",,"218,818","189,642","88,318",,"148,022","111,384","61,141","268,820","357,126","309,193","341,780","347,736","334,604","299,025","393,404","264,587","334,420","307,207","281,830","250,810","292,438","259,428","267,325","94,458","191,391","162,478","157,155",,"166,511","136,022","191,362"
945,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48990,LC/MS Polar,823,1083,87.00877,127-17-3,1060,C00022,HMDB00243,,"145,786",,,"394,819","458,495","5,001,341","448,377",,,,"240,174","201,603","375,636","334,075","219,725","380,919",,,"343,369","315,391","394,521",,"388,809",,"47,038",,,,,,"299,642","1,074,123","1,101,345","823,358","1,159,174","1,203,041","2,052,745","3,430,680","3,448,980","532,175",,"544,997","199,711","841,050","791,215","6,228,720","598,475","278,748",,,,"262,958",,,,"4,595,138","2,943,681","3,918,997","4,331,055","3,826,304","4,146,023","5,339,855","4,919,292","896,955","897,875","1,018,398","659,214","1,697,877","1,247,029","8,161,177","1,186,638"
4114,quinate,Xenobiotics,Food Component/Plant,18335,LC/MS Polar,100000442,2432.9,191.05611,77-95-2,6508,C00296,HMDB03072,"6,347,984","5,412,397","6,573,177","5,583,409","5,512,162","5,490,889","4,829,168","6,182,301","6,337,981","5,467,542","4,753,251","4,546,698","4,709,348","5,141,239","4,641,309","5,258,893","6,425,229","5,777,758","5,603,849","5,834,087","5,577,634","4,908,056","5,165,913","5,421,177","5,266,353","5,731,641","5,322,529","5,279,266","6,140,334","4,825,106","4,512,569","5,562,549","5,586,645","5,486,569","5,135,629","5,434,798","4,504,742","5,680,971","4,805,546","4,709,708","5,778,370","5,200,462","5,248,021","5,502,196","4,952,252","4,141,573","4,684,418","4,658,380","6,363,382","4,221,657","5,802,795","5,928,996","5,144,618","4,534,285","6,070,759","5,367,625","6,608,095","5,792,672","5,752,375","5,360,663","4,881,303","5,893,098","6,686,466","5,866,701","5,857,384","5,433,627","5,485,221","5,220,063","4,936,741","4,644,932","5,329,982","4,570,720"
3547,quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1899,LC/MS Polar,182,3000,166.01458,89-00-9,1066,C03722,HMDB00232,"693,277","504,816","757,857","545,389","852,658","1,037,142","1,154,581","578,017","547,332","629,330","660,181","610,907","924,833","800,802","733,545","787,918","595,197","528,101","587,735","581,888","821,673","730,575","890,685","665,031","578,556","652,594","798,485","532,188","974,745","884,497","944,085","832,578","560,214","413,541","608,233","479,242","902,828","787,090","602,842","790,364","681,291","517,196","661,721","473,322","936,651","783,932","950,081","684,465","2,087,174","2,284,345","2,367,420","1,706,103","1,358,861","1,411,626","2,043,588","1,702,084","469,637","493,094","479,010","577,187","603,781","827,318","777,099","620,279","564,266","511,817","483,397","564,073","936,228","977,724","1,096,646","673,602"
964,ribitol,Carbohydrate,Pentose Metabolism,15772,LC/MS Polar,100000406,1789.6,151.06119,488-81-3,6912,C00474,HMDB00508,"972,372","1,173,901","976,604","776,907","822,825","913,682","1,254,267","615,899","772,875","1,270,873","1,163,733","1,038,983","945,045","938,486","1,083,743","928,846",,"671,926","1,213,223","813,777","1,076,880","564,110","996,774","1,058,329","1,320,275","868,880","1,398,451","1,129,049","829,831","697,185","951,458","743,021","1,402,057","1,104,880","912,694","790,150","1,090,012","785,992","677,372","1,018,703","1,037,359","1,312,525","1,252,711","743,592","751,966","858,873","893,996","674,857","921,753","1,264,043","1,111,579","1,055,320","1,524,635","1,272,823","1,101,252","1,325,759","1,068,978","584,891","793,393","818,055","1,021,975","619,260","913,456","1,047,136","1,015,881","1,131,054","1,297,137","856,714","820,972","1,256,678","1,009,473","902,989"
